run_id,cost_total_eur,cost_energy_buy_eur,revenue_sell_eur,cost_fuel_eur,cost_co2_eur,cost_dump_eur,cost_demand_charge_eur,cost_pump_eur,energy_buy_MWh,energy_sell_MWh,gas_consumption_MWh,co2_total_t,co2_grid_t,co2_fuel_t,peak_import_MW,peak_export_MW,lcoh_eur_per_MWh_th,share_HP_pct,share_CHP_pct,share_EK_pct
L3plus,225972.10076892228,85244.19341596647,30705.292577391392,58297.81739229319,26296.38663624471,203.07646499999993,0.0,0.0,4711.891500866721,221.3508066057581,697.7138642376744,846.3946350772299,693.401515478896,106.47886198248884,8.0,0.09999456685849686,23.1339,88.84,5.71,18.09
