;plant_to_north_m_dot;plant_to_north_velocity;plant_to_north_delta_p;plant_to_south_m_dot;plant_to_south_velocity;plant_to_south_delta_p;plant_to_east_m_dot;plant_to_east_velocity;plant_to_east_delta_p;plant_to_west_m_dot;plant_to_west_velocity;plant_to_west_delta_p
0;104.4162752836444;0.6018421494119005;2.112850098999225;87.01356273637033;0.5015351245099171;1.6539988148731304;87.01356273637033;0.5015351245099171;1.5739666141534632;69.61085018909627;0.4012280996079337;1.216489450938948
1;101.81585843490062;0.5868536769600392;2.060230993583116;84.84654869575051;0.48904473080003263;1.6128070909362773;84.84654869575051;0.48904473080003263;1.5347680381490385;67.87723895660042;0.3912357846400262;1.1861936023660369
2;105.03455820667814;0.6054058536556353;2.1253609755995706;87.52879850556512;0.5045048780463628;1.6637926829188554;87.52879850556512;0.5045048780463628;1.583286585358266;70.0230388044521;0.4036039024370902;1.2236926829209651
3;108.61932915053453;0.6260680180944562;2.1978983613954313;90.51610762544544;0.5217233484120469;1.7205770000822818;90.51610762544544;0.5217233484120469;1.637323274271849;72.41288610035636;0.4173786787296376;1.2654566323185819
4;101.42316548471776;0.5845902446689051;2.0522849014972193;84.51930457059814;0.4871585372240876;1.6065866653134797;84.51930457059814;0.4871585372240876;1.528848600862828;67.61544365647852;0.3897268297792701;1.1816185796499146
5;105.28154711364091;0.6068294663466988;2.130358764834155;87.73462259470077;0.5056912219555824;1.6677050936833029;87.73462259470077;0.5056912219555824;1.5870096859244338;70.18769807576062;0.4045529775644659;1.226570197934817
6;118.3334463665642;0.682058955992336;2.3944622923135195;98.61120530547016;0.5683824633269466;1.874452804588866;98.61120530547016;0.5683824633269466;1.7837534753345663;78.88896424437614;0.4547059706615573;1.37862980466536
7;118.9092152545412;0.6853776147374717;2.4061129028017625;99.09101271211767;0.5711480122812266;1.8835732319912784;99.09101271211767;0.5711480122812266;1.7924325917336363;79.27281016969415;0.45691840982498133;1.3853377319161668
8;116.07154129966993;0.6690216224585803;2.3486929299077817;96.72628441639161;0.5575180187154836;1.8386232532106368;96.72628441639161;0.5575180187154836;1.7496576119262515;77.3810275331133;0.446014414972387;1.3522777475226626
9;125.45065182495753;0.7230816243383357;2.5384780428899014;104.54220985413129;0.6025680202819464;1.9871924073128016;104.54220985413129;0.6025680202819464;1.8910379359912148;83.63376788330504;0.4820544162255572;1.4615479640881257
10;121.82431691740068;0.7021798904915502;2.465099615555442;101.52026409783392;0.5851499087429586;1.9297496990459266;101.52026409783392;0.5851499087429586;1.836374713608221;81.21621127826714;0.4681199269943669;1.4192997786531336
11;123.36994106363004;0.7110886717693987;2.496375124296825;102.8082842196917;0.5925738931411656;1.9542330518485242;102.8082842196917;0.5925738931411656;1.8596733880494025;82.24662737575338;0.4740591145129326;1.4373068897466574
12;128.53923814554224;0.740883843626233;2.600975195709116;107.11603178795185;0.6174032030218608;2.036116946135923;107.11603178795185;0.6174032030218608;1.9375951584196693;85.6928254303615;0.4939225624174887;1.4975311732870666
13;113.96573185886066;0.6568840042887524;2.3060821427158325;94.97144321571723;0.5474033369072937;1.805266323843202;94.97144321571723;0.5474033369072937;1.7179147275282087;75.97715457257378;0.4379226695258349;1.3277442639879038
14;113.83525145517693;0.6561319318135005;2.3034418882814376;94.86270954598078;0.5467766098445838;1.8031994579980948;94.86270954598078;0.5467766098445838;1.715947871320768;75.89016763678462;0.43742128787566703;1.3262241174953735
15;118.7412865730497;0.6844096951450308;2.4027148872112782;98.95107214420808;0.570341412620859;1.8809131692815557;98.95107214420808;0.570341412620859;1.7899012417356743;79.16085771536648;0.45627313009668724;1.3833812986974028
16;112.95626140822526;0.6510655448184463;2.285655636064758;94.13021784018771;0.5425546206820385;1.7892758767173604;94.13021784018771;0.5425546206820385;1.702698011714908;75.30417427215018;0.43404369654563085;1.315983548037285
17;116.48995805341782;0.6714333234864279;2.3571595398991616;97.07496504451487;0.5595277695720233;1.8452511549715658;97.07496504451487;0.5595277695720233;1.7559648087632647;77.6599720356119;0.4476222156576187;1.3571524623661844
18;106.11031783239865;0.6116063955121172;2.147128835308496;88.4252648603322;0.5096719962600976;1.6808331791556406;88.4252648603322;0.5096719962600976;1.5995025414545616;70.74021188826578;0.4077375970080782;1.2362256930564073
19;99.99114797407947;0.5763362776100645;2.023308208631077;83.32595664506623;0.48028023134172043;1.583902890595035;83.32595664506623;0.48028023134172043;1.5072624281468885;66.66076531605299;0.38422418507337636;1.1649350292118326
20;108.38433732409348;0.6247135550518383;2.1931433315649644;90.32028110341123;0.5205946292098653;1.7168546282453;90.32028110341123;0.5205946292098653;1.6337810172011729;72.256224882729;0.41647570336789236;1.2627188878707374
21;101.4574719794422;0.5847879829474221;2.0529790890707367;84.54789331620184;0.4873233191228517;1.6071300949796168;84.54789331620184;0.4873233191228517;1.5293657355451196;67.63831465296148;0.38985865529828145;1.182018263404364
22;102.65863710881683;0.5917113461999196;2.077284513255037;85.54886425734736;0.493092788499933;1.6261570684572253;85.54886425734736;0.493092788499933;1.547472049015747;68.43909140587789;0.3944742307999464;1.1960122955104757
23;96.54734208089499;0.5564866178201393;1.9536232327728291;80.45611840074584;0.46373884818344946;1.5293515206049924;80.45611840074584;0.46373884818344946;1.4553506405757188;64.36489472059667;0.37099107854675956;1.1248133764449624
24;109.83354690195968;0.633066615002713;2.2224679037329285;91.52795575163306;0.5275555125022607;1.7398107327202212;91.52795575163306;0.5275555125022607;1.6556263424273077;73.22236460130645;0.42204441000180865;1.2796027324522923
25;113.18812328361477;0.6524019672207205;2.2903473317323164;94.32343606967898;0.5436683060172671;1.7929486687803484;94.32343606967898;0.5436683060172671;1.7061930880329126;75.45874885574318;0.43493464481381366;1.3186848273610308
26;106.72824255636661;0.6151680351419296;2.1596324637961355;88.94020213030551;0.5126400292849413;1.6906213731737423;88.94020213030551;0.5126400292849413;1.6088171131814648;71.15216170424442;0.41011202342795317;1.243424751882624
27;114.54353637130063;0.6602143961147595;2.3177739438071345;95.45294697608385;0.5501786634289663;1.8144189964146753;95.45294697608385;0.5501786634289663;1.7266245288462236;76.36235758086708;0.440142930743173;1.3344759070404713
28;109.54556673647461;0.6314067339035959;2.2166406615764536;91.28797228039552;0.5261722782529966;1.7352490027492438;91.28797228039552;0.5261722782529966;1.6512853413258937;73.03037782431642;0.4209378226023973;1.276247653634928
29;115.92155661192851;0.6681571297671492;2.345658008757013;96.6012971766071;0.5567976081392911;1.8362474310976615;96.6012971766071;0.5567976081392911;1.747396748947775;77.28103774128569;0.4454380865114329;1.3505303686782804
30;119.16226912151758;0.6868361850877773;2.411233415733686;99.30189093459799;0.5723634875731478;1.8875817143369762;99.30189093459799;0.5723634875731478;1.796247115256155;79.4415127476784;0.4578907900585183;1.3882859060284862
31;140.51825105903524;0.8099293526726453;2.8433690040635415;117.09854254919604;0.6749411272272045;2.2258696748982265;117.09854254919604;0.6749411272272045;2.118166303532184;93.67883403935684;0.5399529017817636;1.6370912447638577
32;132.9999857622358;0.766595026354424;2.6912378584782966;110.83332146852986;0.6388291886286868;2.10677711143503;110.83332146852986;0.6388291886286868;2.004836283462368;88.66665717482388;0.5110633509029494;1.5495005851844743
33;129.30862150282832;0.7453184715825831;2.6165435704494935;107.75718458569027;0.6210987263188193;2.048304310200361;107.75718458569027;0.6210987263188193;1.9491928113196988;86.20574766855222;0.49687898105505546;1.5064947829860724
34;147.1030651091167;0.8478833845571696;2.9766118819560208;122.58588759093058;0.7065694871309747;2.3301759681978944;122.58588759093058;0.7065694871309747;2.2174255181238034;98.06871007274447;0.5652555897047797;1.7138068411261937
