node_id,node_type,T_supply_avg_c,T_return_avg_c,delta_t_avg_c,Q_demand_total_mwh,P_avg_bar
zone_A,mixed,85.94027397258552,56.95945205478666,28.980821917798856,0.0,
zone_B,consumer,85.94027397258552,56.95945205478666,28.980821917798856,1725.5482208767162,
zone_C,consumer,85.94027397258552,56.95945205478666,28.980821917798856,1150.6766800795433,
zone_D,consumer,85.94027397258552,56.95945205478666,28.980821917798856,1923.2441393256747,
zone_E,consumer,85.94027397258552,56.95945205478666,28.980821917798856,1244.742599999992,
zone_F,consumer,85.94027397258552,56.95945205478666,28.980821917798856,2317.375752000005,
zone_G,consumer,85.94027397258552,56.95945205478666,28.980821917798856,1175.8113560039235,
