component,l3_keur,l3plus_keur,delta_keur
cost_fuel_eur,58.38180200208622,58.23112020000276,-0.15068180208345439
cost_co2_eur,26.152172826941168,27.175597921505368,1.0234250945641978
cost_energy_buy_eur,85.18850903685494,85.54263925037831,0.35413021352337093
cost_pump_eur,0.0,0.0,0.0
cost_dump_eur,0.0,0.0,0.0
cost_demand_charge_eur,0.0,0.0,0.0
