;j_central_T_supply;j_north_T_supply;j_south_T_supply;j_east_T_supply;j_west_T_supply;zone_01_T_supply;zone_01_T_return;zone_02_T_supply;zone_02_T_return;zone_03_T_supply;zone_03_T_return;zone_04_T_supply;zone_04_T_return;zone_05_T_supply;zone_05_T_return;zone_06_T_supply;zone_06_T_return;zone_07_T_supply;zone_07_T_return;zone_08_T_supply;zone_08_T_return;zone_09_T_supply;zone_09_T_return;zone_10_T_supply;zone_10_T_return;zone_11_T_supply;zone_11_T_return;zone_12_T_supply;zone_12_T_return;zone_13_T_supply;zone_13_T_return;zone_14_T_supply;zone_14_T_return;zone_15_T_supply;zone_15_T_return;zone_16_T_supply;zone_16_T_return;zone_17_T_supply;zone_17_T_return;zone_18_T_supply;zone_18_T_return;zone_19_T_supply;zone_19_T_return;zone_20_T_supply;zone_20_T_return;zone_21_T_supply;zone_21_T_return;zone_22_T_supply;zone_22_T_return;zone_23_T_supply;zone_23_T_return
175;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
176;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
177;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
178;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
179;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
180;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
181;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
182;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
183;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
184;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
185;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
186;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
187;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
188;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
189;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
190;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
191;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
192;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
193;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
194;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
195;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
196;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
197;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
198;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
199;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
200;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
201;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
202;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
203;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
204;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
205;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
206;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
207;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
208;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
209;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
210;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
211;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
212;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
213;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
214;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
215;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
216;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
217;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
218;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
219;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
220;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
221;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
222;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
223;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
224;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
225;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
226;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
227;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
228;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
229;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
230;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
231;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
232;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
233;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
234;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
235;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
236;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
237;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
238;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
239;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
