;j_central_T_supply;j_north_T_supply;j_south_T_supply;j_east_T_supply;j_west_T_supply;zone_01_T_supply;zone_01_T_return;zone_02_T_supply;zone_02_T_return;zone_03_T_supply;zone_03_T_return;zone_04_T_supply;zone_04_T_return;zone_05_T_supply;zone_05_T_return;zone_06_T_supply;zone_06_T_return;zone_07_T_supply;zone_07_T_return;zone_08_T_supply;zone_08_T_return;zone_09_T_supply;zone_09_T_return;zone_10_T_supply;zone_10_T_return;zone_11_T_supply;zone_11_T_return;zone_12_T_supply;zone_12_T_return;zone_13_T_supply;zone_13_T_return;zone_14_T_supply;zone_14_T_return;zone_15_T_supply;zone_15_T_return;zone_16_T_supply;zone_16_T_return;zone_17_T_supply;zone_17_T_return;zone_18_T_supply;zone_18_T_return;zone_19_T_supply;zone_19_T_return;zone_20_T_supply;zone_20_T_return;zone_21_T_supply;zone_21_T_return;zone_22_T_supply;zone_22_T_return;zone_23_T_supply;zone_23_T_return
379;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
380;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
381;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
382;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
383;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
384;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
385;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
386;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
387;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
388;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
389;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
390;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
391;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
392;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
393;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
394;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
395;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
396;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
397;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
398;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
399;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
400;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
401;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
402;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
403;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
404;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
405;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
406;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
407;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
408;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
409;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
410;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
411;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
412;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
413;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
414;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
415;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
416;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
417;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
418;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
419;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
420;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
421;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
422;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
423;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
424;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
425;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
426;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
427;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
428;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
429;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
430;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
431;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
432;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
433;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
434;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
435;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
436;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
437;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
438;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
439;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
440;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
441;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
442;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
443;90.0;90.0;90.0;90.0;90.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0;90.0;55.0
