timestep;heat_demand_MW;electricity_purchase_MW;grid_co2_intensity_kgMWh;network_loss_MW;storage_SOC_MWh;j1_to_j2_m_dot;j1_to_j2_velocity;j1_to_j2_delta_p_total;j1_to_j2_Q_consumer;j2_to_j3_m_dot;j2_to_j3_velocity;j2_to_j3_delta_p_total;j2_to_j3_Q_consumer;j3_to_j4_m_dot;j3_to_j4_velocity;j3_to_j4_delta_p_total;j3_to_j4_Q_consumer;j3_to_j9_m_dot;j3_to_j9_velocity;j3_to_j9_delta_p_total;j3_to_j9_Q_consumer;j4_to_j5_m_dot;j4_to_j5_velocity;j4_to_j5_delta_p_total;j4_to_j5_Q_consumer;j5_to_j6_m_dot;j5_to_j6_velocity;j5_to_j6_delta_p_total;j5_to_j6_Q_consumer;j5_to_j7_m_dot;j5_to_j7_velocity;j5_to_j7_delta_p_total;j5_to_j7_Q_consumer;j7_to_j8_m_dot;j7_to_j8_velocity;j7_to_j8_delta_p_total;j7_to_j8_Q_consumer;j9_to_j10_m_dot;j9_to_j10_velocity;j9_to_j10_delta_p_total;j9_to_j10_Q_consumer;j10_to_j11_m_dot;j10_to_j11_velocity;j10_to_j11_delta_p_total;j10_to_j11_Q_consumer;j11_to_j12_m_dot;j11_to_j12_velocity;j11_to_j12_delta_p_total;j11_to_j12_Q_consumer;j12_to_j13_m_dot;j12_to_j13_velocity;j12_to_j13_delta_p_total;j12_to_j13_Q_consumer;j13_to_j14_m_dot;j13_to_j14_velocity;j13_to_j14_delta_p_total;j13_to_j14_Q_consumer;j13_to_j15_m_dot;j13_to_j15_velocity;j13_to_j15_delta_p_total;j13_to_j15_Q_consumer;j_1_T_supply;j_1_T_return;j_2_T_supply;j_2_T_return;j_2_Q_demand;j_2_m_dot_demand;j_3_T_supply;j_3_T_return;j_3_Q_demand;j_3_m_dot_demand;j_4_T_supply;j_4_T_return;j_4_Q_demand;j_4_m_dot_demand;j_5_T_supply;j_5_T_return;j_5_Q_demand;j_5_m_dot_demand;j_6_T_supply;j_6_T_return;j_6_Q_demand;j_7_T_supply;j_7_T_return;j_7_Q_demand;j_7_m_dot_demand;j_8_T_supply;j_8_T_return;j_8_Q_demand;j_9_T_supply;j_9_T_return;j_9_Q_demand;j_9_m_dot_demand;j_10_T_supply;j_10_T_return;j_10_Q_demand;j_10_m_dot_demand;j_11_T_supply;j_11_T_return;j_11_Q_demand;j_11_m_dot_demand;j_12_T_supply;j_12_T_return;j_12_Q_demand;j_12_m_dot_demand;j_13_T_supply;j_13_T_return;j_13_Q_demand;j_13_m_dot_demand;j_14_T_supply;j_14_T_return;j_14_Q_demand;j_15_T_supply;j_15_T_return;j_15_Q_demand
415;10.629307387908343;0.000188150452295978;470.46;0.058589999999999996;313.4700153674224;41.92270818565194;0.06040929140376252;0.0033739231901037583;10.529307387908341;40.7282504694551;0.05868811576005963;0.009365124855328665;10.229307387908342;16.05101148729699;0.023128997916053516;0.0031986912011563364;4.031372045149512;23.88093383802688;0.03441166741487086;0.008236835285474408;5.997935342758831;9.714725830171295;0.013998611468123841;0.0017870567831647457;2.4399505395058223;6.199663673429067;0.008933518507320002;0.0007127807319670213;1.5571075282184446;0.7963051441312311;0.0011474504291352613;0.00013427611404774335;0.2;0.39815257206561555;0.0005737252145676307;2.441383891777152e-05;0.1;23.08462869389565;0.0332642169857356;0.0035387464878442122;5.797935342758831;22.686476121830033;0.032690491771167965;0.003999368674132251;5.697935342758831;22.288323549764417;0.03211676655660033;0.004270846616569194;5.597935342758831;21.09386583356757;0.030395590912897442;0.0035569308515092752;5.297935342758831;7.279941522829186;0.010490164588304257;0.0010043774605823224;1.8284301128737783;1.0919912284243778;0.0015735246882456384;0.00010462265214399193;0.27426451693106674;60.0;30.0;100.0;40.0;0.3;1.1944577161968466;100.0;40.0;0.2;0.7963051441312311;100.0;40.0;1.591421505643689;6.336285657125693;100.0;40.0;0.6828430112873778;2.718757012610996;100.0;40.0;1.5571075282184446;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.1;100.0;40.0;0.2;0.7963051441312311;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.30000000000000004;1.1944577161968468;100.0;40.0;3.1952407129539866;12.72193308231401;100.0;40.0;1.8284301128737783;100.0;40.0;0.27426451693106674
416;10.263378128271782;0.00018161158386569064;476.49;0.058589999999999996;302.67870191507325;40.46575142646831;0.05830986297374692;0.0032566678788528867;10.16337812827178;39.271293710271465;0.05658868733004403;0.009030109680326174;9.863378128271782;15.908456011493605;0.02292358000171286;0.0031702823406624153;3.9955678118467337;22.56653255464663;0.03251765689919591;0.007783481704594766;5.667810316425048;9.589989788843337;0.01381887079307577;0.0017641111650735025;2.408621835365892;6.110566501051953;0.008805132310857092;0.0007025371524620019;1.5347298824042086;0.7963051441312311;0.0011474504291352613;0.00013427611404774335;0.2;0.39815257206561555;0.0005737252145676307;2.441383891777152e-05;0.1;21.7702274105154;0.03137020647006065;0.0033372560074532605;5.467810316425048;21.372074838449784;0.03079648125549302;0.003767654621682657;5.3678103164250475;20.973922266384168;0.030222756040925388;0.004018983516080504;5.267810316425048;19.77946455018732;0.028501580397222497;0.003335291323079228;4.967810316425047;6.923552833320731;0.009976619802452619;0.0009552082789582293;1.7389195296168347;1.0385329249981097;0.001496492970367893;9.950086239148226e-05;0.2608379294425252;60.0;30.0;100.0;40.0;0.3;1.1944577161968466;100.0;40.0;0.2;0.7963051441312311;100.0;40.0;1.5869459764808416;6.31846622265027;100.0;40.0;0.6738919529616835;2.683118143660151;100.0;40.0;1.5347298824042086;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.1;100.0;40.0;0.2;0.7963051441312311;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.30000000000000004;1.1944577161968468;100.0;40.0;2.9680528573656884;11.817378791868483;100.0;40.0;1.7389195296168347;100.0;40.0;0.2608379294425252
417;10.846724271234384;0.00019203552122231256;463.2;0.058589999999999996;291.2744190225298;42.788359098719475;0.06165666688413111;0.0034435904376775347;10.746724271234383;41.59390138252263;0.05993549124042822;0.009564174134110886;10.446724271234384;16.13107335111175;0.023244364519758986;0.0032146461569879437;4.051480382865226;24.666522887279648;0.03554367629153397;0.008507794857016108;6.1952438883691565;9.784779961009212;0.014099557246366131;0.001799943478259506;2.4575453350070737;6.249702338313294;0.009005622634635923;0.0007185337208486108;1.569675239290767;0.7963051441312311;0.0011474504291352613;0.00022826939388116373;0.2;0.39815257206561555;0.0005737252145676307;2.441383891777152e-05;0.1;23.870217743148416;0.034396225862398704;0.0036591729640849686;5.995243888369156;23.4720651710828;0.03382250064783107;0.004137859121809121;5.895243888369156;23.073912599017184;0.03324877543326344;0.00442137971187014;5.795243888369156;21.879454882820337;0.03152759978956055;0.003689399975374107;5.4952438883691554;7.480096182366092;0.01077858109756794;0.0010319918072139516;1.8787009571630675;1.1220144273549137;0.001616787164635191;0.00010749914658478665;0.2818051435744601;60.0;30.0;100.0;40.0;0.3;1.1944577161968466;100.0;40.0;0.2;0.7963051441312311;100.0;40.0;1.5939350478581533;6.346293390102537;100.0;40.0;0.6878700957163068;2.738772478564687;100.0;40.0;1.569675239290767;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.1;100.0;40.0;0.2;0.7963051441312311;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.30000000000000004;1.1944577161968468;100.0;40.0;3.3347377876316293;13.277344273099336;100.0;40.0;1.8787009571630675;100.0;40.0;0.2818051435744601
418;10.628115358096276;0.0001881291516693304;439.99;0.058589999999999996;280.10139120368416;41.917962088295404;0.060402452428165526;0.0033735412260411605;10.528115358096274;40.72350437209856;0.05868127678446264;0.009364033529435526;10.228115358096273;16.05056303662844;0.023128351712878935;0.003198601832632192;4.031259412279598;23.876636191338893;0.03440547464244845;0.008235352972926489;5.996855945816677;9.714333435836316;0.013998046040346086;0.001786984600895245;2.439851985744649;6.199383391761224;0.008933114630335888;0.0007127485077395655;1.5570371326747492;0.7963051441312311;0.0011474504291352613;0.00013427611404774335;0.2;0.39815257206561555;0.0005737252145676307;2.441383891777152e-05;0.1;23.08033104720766;0.033258024213313184;0.0035380876822673595;5.796855945816676;22.682178475142045;0.03268429899874555;0.0039986110477188705;5.696855945816676;22.28402590307643;0.03211057378417792;0.004270023109598128;5.596855945816676;21.089568186879582;0.030389398140475025;0.003556206165374737;5.2968559458166755;7.278820396157816;0.01048854908036781;0.0010042227842905348;1.828148530698997;1.0918230594236724;0.0015732823620551713;0.0001778311180514489;0.2742222796048496;60.0;30.0;100.0;40.0;0.3;1.1944577161968466;100.0;40.0;0.2;0.7963051441312311;100.0;40.0;1.5914074265349498;6.336229600792124;100.0;40.0;0.6828148530698998;2.7186448999438597;100.0;40.0;1.5570371326747492;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.1;100.0;40.0;0.2;0.7963051441312311;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.30000000000000004;1.1944577161968468;100.0;40.0;3.1944851355128296;12.718924731298097;100.0;40.0;1.828148530698997;100.0;40.0;0.2742222796048496
419;10.265035680608248;4.995134850311533;406.1;0.058589999999999996;289.360936667986;40.47235101372929;0.05831937276944588;0.003257199011059477;10.165035680608248;39.277893297532444;0.056598197125742995;0.009031627200916435;9.865035680608248;15.909123898862159;0.02292454240620479;0.003170415439155981;3.99573555843822;22.572464254539053;0.03252620429040294;0.007785527622702832;5.6693001221700285;9.59057419029082;0.013819712897006209;0.0017642186677029202;2.408768613633442;6.110983930657299;0.008805733813664549;0.0007025851447072778;1.534834724023887;0.7963051441312311;0.0011474504291352613;0.00013427611404774335;0.2;0.39815257206561555;0.0005737252145676307;2.441383891777152e-05;0.1;21.77615911040782;0.031378753861267684;0.0033381653043901786;5.469300122170028;21.378006538342206;0.03080502864670005;0.0037687003131601127;5.369300122170028;20.97985396627659;0.03023130343213242;0.004020120137251652;5.269300122170028;19.785396250079742;0.028510127788429526;0.0033362915497098383;4.969300122170028;6.92522255174211;0.009979025813682443;0.000955438641735553;1.7393388960955485;1.0387833827613167;0.0014968538720523668;9.952485851412014e-05;0.26090083441433226;60.0;30.0;100.0;40.0;0.3;1.1944577161968466;100.0;40.0;0.2;0.7963051441312311;100.0;40.0;1.5869669448047774;6.3185497085713385;100.0;40.0;0.6739338896095548;2.6832851155022888;100.0;40.0;1.534834724023887;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.1;100.0;40.0;0.2;0.7963051441312311;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.30000000000000004;1.1944577161968468;100.0;40.0;2.969060391660148;11.821390315576318;100.0;40.0;1.7393388960955485;100.0;40.0;0.26090083441433226
420;10.846408902954806;15.186098249893526;398.74;0.058589999999999996;336.8320005743192;42.78710345180286;0.06165485753679242;0.003443489383703832;10.746408902954805;41.59264573560601;0.059933681893089535;0.009563885408471733;10.446408902954806;16.130959706534426;0.023244200761531403;0.003214623509573491;4.051451839893186;24.665380884940358;0.03554203070242287;0.008507400966005475;6.19495706306162;9.784680522004054;0.014099413957916996;0.0017999251861170631;2.457520359906538;6.249631310452466;0.009005520285743682;0.0007185255547135916;1.5696573999332415;0.7963051441312311;0.0011474504291352613;0.00013427611404774335;0.2;0.39815257206561555;0.0005737252145676307;2.441383891777152e-05;0.1;23.869075740809127;0.03439458027328761;0.0036589979014135755;5.99495706306162;23.47092316874351;0.03382085505871998;0.004137657799737019;5.89495706306162;23.072770596677895;0.033247129844152346;0.004421160883530898;5.79495706306162;21.878312880481047;0.03152595420044946;0.0036892074064355748;5.494957063061619;7.479812070922781;0.01077817170199898;0.0010319526097658596;1.8786295997329656;1.121971810638417;0.0016167257552998468;0.00010749506351727705;0.28179443995994485;60.0;30.0;100.0;40.0;0.3;1.1944577161968466;100.0;40.0;0.2;0.7963051441312311;100.0;40.0;1.5939314799866482;6.346279184530371;100.0;40.0;0.6878629599732966;2.738744067420356;100.0;40.0;1.5696573999332415;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.1;100.0;40.0;0.2;0.7963051441312311;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.30000000000000004;1.1944577161968468;100.0;40.0;3.33453302336871;13.276528998919852;100.0;40.0;1.8786295997329656;100.0;40.0;0.28179443995994485
421;10.626938802755419;15.131282184070514;387.84;0.058589999999999996;384.2983173742617;41.913277602944014;0.0603957022335117;0.003373164220488686;10.526938802755419;40.71881988674717;0.05867452658980881;0.00936295637071417;10.226938802755418;16.050120305737458;0.02312771375172222;0.0031985136039615826;4.0311482159890195;23.872394436878484;0.03439936240895133;0.008233889938312818;5.995790586766399;9.713946046306706;0.013997487824333958;0.0017869133392766755;2.439754688990392;6.19910668495436;0.008932715904612941;0.001211618380678883;1.5569676349931372;0.7963051441312311;0.0011474504291352613;0.00013427611404774335;0.2;0.39815257206561555;0.0005737252145676307;2.441383891777152e-05;0.1;23.076089292747252;0.03325191197981607;0.0035374374446612835;5.795790586766399;22.677936720681636;0.03267818676524844;0.0039978632744718835;5.6957905867664;22.27978414861602;0.03210446155068081;0.004269210312590533;5.595790586766399;21.085326432419173;0.030383285906977912;0.003555490904008054;5.295790586766399;7.277713568930359;0.010486954177476016;0.0010040700808221716;1.827870539972549;1.0916570353395538;0.0015730431266214023;0.00010459063341897623;0.27418058099588233;60.0;30.0;100.0;40.0;0.3;1.1944577161968466;100.0;40.0;0.2;0.7963051441312311;100.0;40.0;1.5913935269986275;6.336174259430751;100.0;40.0;0.6827870539972549;2.718534217221114;100.0;40.0;1.5569676349931372;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.1;100.0;40.0;0.2;0.7963051441312311;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.30000000000000004;1.1944577161968468;100.0;40.0;3.1937394657979685;12.715955828149262;100.0;40.0;1.827870539972549;100.0;40.0;0.27418058099588233
422;10.26667662711777;15.041301110952334;398.24;0.058589999999999996;431.7598875425243;40.478884484463165;0.05832878729332858;0.0032577248222337768;10.166676627117768;39.28442676826632;0.05660761164962569;0.00903312951855729;9.86667662711777;15.909784896540298;0.022925494882871593;0.0031705471646524533;3.9959015746150612;22.57833672759479;0.03253466633761883;0.007787553112727911;5.670775052502708;9.591152563259193;0.013820546314089662;0.0017643250613731483;2.408913877788179;6.1113970542061375;0.008806329111581301;0.0007026326418814868;1.5349384841344134;0.7963051441312311;0.0011474504291352613;0.00013427611404774335;0.2;0.39815257206561555;0.0005737252145676307;2.441383891777152e-05;0.1;21.78203158346356;0.03138721590848357;0.003339065522179103;5.470775052502708;21.383879011397944;0.030813490693915938;0.0037697355636173756;5.370775052502707;20.98572643933233;0.030239765479348306;0.004021245409487807;5.2707750525027075;19.79126872313548;0.028518589835645414;0.003337281789277655;4.970775052502708;6.926875045937468;0.00998140700534946;0.0016246332678919865;1.7397539365376544;1.0390312568906201;0.0014972110508024187;9.954860710122467e-05;0.26096309048064814;60.0;30.0;100.0;40.0;0.3;1.1944577161968466;100.0;40.0;0.2;0.7963051441312311;100.0;40.0;1.5869876968268826;6.318632333281106;100.0;40.0;0.6739753936537655;2.6834503649218244;100.0;40.0;1.5349384841344136;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.1;100.0;40.0;0.2;0.7963051441312311;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.30000000000000004;1.1944577161968468;100.0;40.0;2.970058025484405;11.825362420307394;100.0;40.0;1.7397539365376544;100.0;40.0;0.26096309048064814
423;10.846092739140879;4.9951452333447515;424.1;0.058589999999999996;440.45226295158625;42.785844637445756;0.06165304362527257;0.0034433880748157546;10.746092739140876;41.59138692124891;0.05993186798156968;0.0095635959545058;10.446092739140877;16.130845768055536;0.023244036579800995;0.003214600803589498;4.051423223104829;24.66423600906215;0.035540380972633435;0.008507006083875024;6.19466951603605;9.784580825835024;0.014099270298902886;0.0017999068466684534;2.4574953202167245;6.249560098903159;0.009005417672162175;0.000718517367459748;1.5696395144405175;0.7963051441312311;0.0011474504291352613;0.00013427611404774335;0.2;0.39815257206561555;0.0005737252145676307;2.441383891777152e-05;0.1;23.86793086493092;0.03439293054349817;0.0036588223982444864;5.9946695160360495;23.469778292865303;0.03381920532893054;0.0041374559710925666;5.89466951603605;23.071625720799688;0.03324548011436291;0.004420941504569537;5.794669516036049;21.87716800460284;0.03152430447066002;0.0036890143529495767;5.4946695160360495;7.4795272247255555;0.010777761247672954;0.0010319133109474104;1.8785580577620704;1.1219290837088334;0.0016166641871509433;0.00010749096989035529;0.2817837086643106;60.0;30.0;100.0;40.0;0.3;1.1944577161968466;100.0;40.0;0.2;0.7963051441312311;100.0;40.0;1.5939279028881035;6.346264942220511;100.0;40.0;0.6878558057762071;2.738715582800633;100.0;40.0;1.5696395144405175;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.1;100.0;40.0;0.2;0.7963051441312311;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.30000000000000004;1.1944577161968468;100.0;40.0;3.334327749609669;13.275711696168454;100.0;40.0;1.8785580577620704;100.0;40.0;0.2817837086643106
424;10.625777438520583;0.00018808737487983332;454.55;0.058589999999999996;429.2667783163221;41.90865360137196;0.060389039194063465;0.003372792082647163;10.525777438520581;40.714195885175116;0.05866786355036058;0.009361893119738389;10.225777438520582;16.049683191947317;0.023127083884629467;0.003198426494682797;4.031038430489488;23.86820754909657;0.034393329236595854;0.008232445827908582;5.994739008031095;9.713563571740334;0.013996936690627801;0.0017868429817822725;2.4396586266783022;6.198833488835524;0.008932322237679972;0.0007126852849212743;1.55689901905593;0.7963051441312311;0.0011474504291352613;0.00013427611404774335;0.2;0.39815257206561555;0.0005737252145676307;2.441383891777152e-05;0.1;23.07190240496534;0.03324587880746059;0.0035367956178149564;5.794739008031095;22.673749832899723;0.03267215359289296;0.003997125173598607;5.694739008031094;22.275597260834108;0.03209842837832533;0.004268408029032624;5.594739008031095;21.08113954463726;0.030377252734622436;0.0035547848944770936;5.294739008031094;7.276620784455008;0.010485379509744135;0.0010039193147627363;1.8275960762237198;1.0914931176682512;0.0015728069264616203;0.00010457492862111839;0.27413941143355797;60.0;30.0;100.0;40.0;0.3;1.1944577161968466;100.0;40.0;0.2;0.7963051441312311;100.0;40.0;1.591379803811186;6.336119620206983;100.0;40.0;0.682759607622372;2.7184249387735786;100.0;40.0;1.55689901905593;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.1;100.0;40.0;0.2;0.7963051441312311;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.30000000000000004;1.1944577161968468;100.0;40.0;3.1930035203738174;12.713025642514005;100.0;40.0;1.8275960762237198;100.0;40.0;0.27413941143355797
425;10.268301233538015;0.00018169955590125467;439.34;0.058589999999999996;418.4587029716084;40.48535289671132;0.05833810806999901;0.003258245397526541;10.168301233538015;39.290895180514475;0.056616932426296125;0.009034616876536615;9.868301233538016;15.910439117519484;0.02292643759453037;0.0031706775396690926;3.9960658887561937;22.584150918863763;0.0325430444026305;0.00778955850062964;5.672235344781822;9.59172500661598;0.013821371186791089;0.0017644303642712028;2.4090576526616694;6.111805942318127;0.008806918306368034;0.0007026796521038324;1.5350411804726207;0.7963051441312311;0.0011474504291352613;0.00013427611404774335;0.2;0.39815257206561555;0.0005737252145676307;2.441383891777152e-05;0.1;21.78784577473253;0.031395593973495235;0.0033399568056909825;5.472235344781822;21.389693202666916;0.030821868758927604;0.003770760539656037;5.3722353447818225;20.9915406306013;0.030248143544359972;0.004022359513877656;5.272235344781822;19.797082914404452;0.02852696790065708;0.0033382622011407224;4.972235344781822;6.928510598385423;0.009983763784496386;0.0009558922772390156;1.7401647218904828;1.0392765897578133;0.0014975645676744578;9.957211221239747e-05;0.2610247082835724;60.0;30.0;100.0;40.0;0.3;1.1944577161968466;100.0;40.0;0.2;0.7963051441312311;100.0;40.0;1.5870082360945241;6.318714110903504;100.0;40.0;0.6740164721890483;2.68361392016662;100.0;40.0;1.5350411804726207;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.1;100.0;40.0;0.2;0.7963051441312311;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.30000000000000004;1.1944577161968468;100.0;40.0;2.9710459146077675;11.829295726261218;100.0;40.0;1.7401647218904828;100.0;40.0;0.2610247082835724
426;10.845775836462996;0.00019201857344060125;436.74;0.058589999999999996;407.0438404313502;42.78458288128283;0.06165122547470393;0.003443286529172295;10.745775836462995;41.590125165085986;0.059930049831001045;0.00956330582409591;10.445775836462996;16.130731556045045;0.023243872003920234;0.0032145780430953503;4.051394537616273;24.663088464909713;0.03553872739794555;0.008506610281423138;6.194381298846723;9.784480890325845;0.01409912629500722;0.001799888463192411;2.457470220414239;6.249488716396603;0.0090053148122367;0.0007185091605508004;1.5696215860101708;0.7963051441312311;0.0011474504291352613;0.00013427611404774335;0.2;0.39815257206561555;0.0005737252145676307;2.441383891777152e-05;0.1;23.86678332077848;0.03439127696881029;0.003658646486043648;5.994381298846723;23.468630748712865;0.033817551754242656;0.004137253672061602;5.8943812988467235;23.07047817664725;0.033243826539675024;0.004420721614318488;5.794381298846723;21.876020460450402;0.031522650895972136;0.0036888208495286542;5.494381298846723;7.4792416946993265;0.010777349807971048;0.001031873917784462;1.8784863440406827;1.1218862542048988;0.0016166024711956571;0.00010748686643588146;0.2817729516061024;60.0;30.0;100.0;40.0;0.3;1.1944577161968466;100.0;40.0;0.2;0.7963051441312311;100.0;40.0;1.593924317202034;6.346250665719199;100.0;40.0;0.6878486344040683;2.7386870297980104;100.0;40.0;1.5696215860101708;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.1;100.0;40.0;0.2;0.7963051441312311;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.30000000000000004;1.1944577161968468;100.0;40.0;3.3341220031999383;13.274892511546179;100.0;40.0;1.8784863440406827;100.0;40.0;0.2817729516061024
427;10.624630988880114;0.00018806688872795115;444.16;0.058589999999999996;395.86290342743325;41.904088982641;0.06038246172340378;0.0033724247239135096;10.524630988880114;40.709631266444156;0.05866128607970089;0.009360843523356524;10.224630988880113;16.049251595014553;0.02312646196715303;0.0031983404848190348;4.030930030603855;23.86407452729837;0.0343873736834126;0.008231020296561527;5.993700958276259;9.713185924424167;0.01399639251283592;0.0017867735122769257;2.4395637767783738;6.1985637407525465;0.008931933539257197;0.0007126542717492445;1.5568312691274095;0.7963051441312311;0.0011474504291352613;0.00013427611404774335;0.2;0.39815257206561555;0.0005737252145676307;2.441383891777152e-05;0.1;23.06776938316714;0.03323992325427734;0.003536162048327376;5.793700958276259;22.669616811101523;0.03266619803970971;0.00399639656868789;5.693700958276258;22.271464239035907;0.03209247282514208;0.004267616067173149;5.5937009582762585;21.07700652283906;0.030371297181439185;0.0035540879680407557;5.293700958276258;7.275541792123103;0.010483824716053044;0.0010037704515369935;1.8273250765096385;1.0913312688184653;0.0015725737074079565;0.0001045594220351035;0.27409876147644574;60.0;30.0;100.0;40.0;0.3;1.1944577161968466;100.0;40.0;0.2;0.7963051441312311;100.0;40.0;1.5913662538254818;6.336065670590388;100.0;40.0;0.6827325076509638;2.718317039540388;100.0;40.0;1.5568312691274095;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.1;100.0;40.0;0.2;0.7963051441312311;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.30000000000000004;1.1944577161968468;100.0;40.0;3.1922771202901745;12.710133461897493;100.0;40.0;1.8273250765096385;100.0;40.0;0.27409876147644574
428;10.269909759740955;0.00018172829900411658;450.89;0.058589999999999996;385.0564752847317;40.49175728516068;0.058347336590408215;0.0032587608202089688;10.169909759740957;39.29729956896384;0.05662616094670533;0.009036089512772126;9.869909759740956;15.911086672244197;0.02292737070032811;0.0031708065862155886;3.9962285286008523;22.589907752588406;0.03255133981724195;0.0077915441051908925;5.673681231140104;9.592291617000104;0.013822187654364115;0.001764534594174142;2.409199962525746;6.112210664021073;0.008807501497491623;0.0007027261833105017;1.5351428303755326;0.7963051441312311;0.0011474504291352613;0.00013427611404774335;0.2;0.39815257206561555;0.0005737252145676307;2.441383891777152e-05;0.1;21.793602608457174;0.03140388938810669;0.0033408392966070943;5.4736812311401035;21.39545003639156;0.03083016417353906;0.0037717754042095658;5.373681231140104;20.997297464325943;0.030256438958971427;0.004023462627522797;5.273681231140103;19.802839748129095;0.028535263315268535;0.0033392329411484453;4.9736812311401035;6.930129485197205;0.00998609654899074;0.0009561156270310281;1.74057132150213;1.0395194227795805;0.0014979144823486106;9.959537781573211e-05;0.26108569822531946;60.0;30.0;100.0;40.0;0.3;1.1944577161968466;100.0;40.0;0.2;0.7963051441312311;100.0;40.0;1.5870285660751065;6.3187950552440935;100.0;40.0;0.674057132150213;2.6837758088477983;100.0;40.0;1.5351428303755326;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.1;100.0;40.0;0.2;0.7963051441312311;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.30000000000000004;1.1944577161968468;100.0;40.0;2.9720242114126543;11.833190840152312;100.0;40.0;1.74057132150213;100.0;40.0;0.26108569822531946
429;10.845458249505699;0.00019201289840714477;456.41;0.058589999999999996;373.64528726930246;42.78331840064381;0.06164940339825174;0.00344318476426406;10.745458249505699;41.58886068444696;0.059928227754548855;0.009563015067215241;10.445458249505698;16.130617090126172;0.023243707062165556;0.003214555232001618;4.051365788356089;24.661938450189563;0.03553707026324804;0.008506213626841286;6.19409246114961;9.78438073264683;0.014098981970971876;0.0017998700388474735;2.4574450648115778;6.2494171751973076;0.009005211723640027;0.0007185009353968105;1.5696036177225556;0.7963051441312311;0.0011474504291352613;0.00013427611404774335;0.2;0.39815257206561555;0.0005737252145676307;2.441383891777152e-05;0.1;23.86563330605833;0.034389619834112775;0.0036584701951183803;5.99409246114961;23.467480733992716;0.033815894619545143;0.004137050937497545;5.894092461149611;23.0693281619271;0.03324216940497751;0.004420501250661904;5.79409246114961;21.874870445730252;0.031520993761274624;0.00368862692951086;5.49409246114961;7.478955529902143;0.010776937453584351;0.00103183443704531;1.8784144708902222;1.1218433294853214;0.0016165406180376526;0.0001074827538588865;0.2817621706335333;60.0;30.0;100.0;40.0;0.3;1.1944577161968466;100.0;40.0;0.2;0.7963051441312311;100.0;40.0;1.593920723544511;6.34623635747934;100.0;40.0;0.6878414470890222;2.7386584133182916;100.0;40.0;1.5696036177225556;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.1;100.0;40.0;0.2;0.7963051441312311;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.30000000000000004;1.1944577161968468;100.0;40.0;3.333915819625855;13.274071586342789;100.0;40.0;1.8784144708902222;100.0;40.0;0.2817621706335333
