timestep;heat_demand_MW;electricity_purchase_MW;grid_co2_intensity_kgMWh;network_loss_MW;storage_SOC_MWh;j1_to_j2_m_dot;j1_to_j2_velocity;j1_to_j2_delta_p_total;j1_to_j2_Q_consumer;j2_to_j3_m_dot;j2_to_j3_velocity;j2_to_j3_delta_p_total;j2_to_j3_Q_consumer;j3_to_j4_m_dot;j3_to_j4_velocity;j3_to_j4_delta_p_total;j3_to_j4_Q_consumer;j3_to_j9_m_dot;j3_to_j9_velocity;j3_to_j9_delta_p_total;j3_to_j9_Q_consumer;j4_to_j5_m_dot;j4_to_j5_velocity;j4_to_j5_delta_p_total;j4_to_j5_Q_consumer;j5_to_j6_m_dot;j5_to_j6_velocity;j5_to_j6_delta_p_total;j5_to_j6_Q_consumer;j5_to_j7_m_dot;j5_to_j7_velocity;j5_to_j7_delta_p_total;j5_to_j7_Q_consumer;j7_to_j8_m_dot;j7_to_j8_velocity;j7_to_j8_delta_p_total;j7_to_j8_Q_consumer;j9_to_j10_m_dot;j9_to_j10_velocity;j9_to_j10_delta_p_total;j9_to_j10_Q_consumer;j10_to_j11_m_dot;j10_to_j11_velocity;j10_to_j11_delta_p_total;j10_to_j11_Q_consumer;j11_to_j12_m_dot;j11_to_j12_velocity;j11_to_j12_delta_p_total;j11_to_j12_Q_consumer;j12_to_j13_m_dot;j12_to_j13_velocity;j12_to_j13_delta_p_total;j12_to_j13_Q_consumer;j13_to_j14_m_dot;j13_to_j14_velocity;j13_to_j14_delta_p_total;j13_to_j14_Q_consumer;j13_to_j15_m_dot;j13_to_j15_velocity;j13_to_j15_delta_p_total;j13_to_j15_Q_consumer;j_1_T_supply;j_1_T_return;j_2_T_supply;j_2_T_return;j_2_Q_demand;j_2_m_dot_demand;j_3_T_supply;j_3_T_return;j_3_Q_demand;j_3_m_dot_demand;j_4_T_supply;j_4_T_return;j_4_Q_demand;j_4_m_dot_demand;j_5_T_supply;j_5_T_return;j_5_Q_demand;j_5_m_dot_demand;j_6_T_supply;j_6_T_return;j_6_Q_demand;j_7_T_supply;j_7_T_return;j_7_Q_demand;j_7_m_dot_demand;j_8_T_supply;j_8_T_return;j_8_Q_demand;j_9_T_supply;j_9_T_return;j_9_Q_demand;j_9_m_dot_demand;j_10_T_supply;j_10_T_return;j_10_Q_demand;j_10_m_dot_demand;j_11_T_supply;j_11_T_return;j_11_Q_demand;j_11_m_dot_demand;j_12_T_supply;j_12_T_return;j_12_Q_demand;j_12_m_dot_demand;j_13_T_supply;j_13_T_return;j_13_Q_demand;j_13_m_dot_demand;j_14_T_supply;j_14_T_return;j_14_Q_demand;j_15_T_supply;j_15_T_return;j_15_Q_demand
189;10.856236994189716;0.00019220550610799035;388.11;0.058589999999999996;395.1401687574822;42.82623424983961;0.06171124377431782;0.0034466386150549845;10.756236994189715;41.631776533642764;0.05999006813061493;0.009572883212332168;10.456236994189716;16.134497926463343;0.023249299224106627;0.0032153286160998516;4.052340499210533;24.70097346304819;0.035593318477373036;0.008519677295115886;6.203896494979183;9.787776464441855;0.014103875112670314;0.0018004946952345081;2.4582979368092164;6.251842697908038;0.009008706824853194;0.000718779799855308;1.5702128120065828;0.7963051441312311;0.0011474504291352613;0.00013427611404774335;0.2;0.39815257206561555;0.0005737252145676307;2.441383891777152e-05;0.1;23.904668318916958;0.03444586804823777;0.0036644540476848697;6.003896494979183;23.506515746851342;0.03387214283367014;0.0041439323679490075;5.903896494979183;23.108363174785726;0.033298417619102516;0.0044279810663700155;5.803896494979183;21.91390545858888;0.03157724197539962;0.0036952091673339983;5.503896494979182;7.488657620745067;0.010790917858437027;0.0010331729864460982;1.8808512480263309;1.1232986431117598;0.0016186376787655536;0.00010762218608813522;0.2821276872039496;60.0;30.0;100.0;40.0;0.3;1.1944577161968466;100.0;40.0;0.2;0.7963051441312311;100.0;40.0;1.5940425624013166;6.346721462021487;100.0;40.0;0.6880851248026331;2.7396286224025843;100.0;40.0;1.5702128120065828;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.1;100.0;40.0;0.2;0.7963051441312311;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.30000000000000004;1.1944577161968468;100.0;40.0;3.340917559748903;13.301949194732055;100.0;40.0;1.8808512480263309;100.0;40.0;0.2821276872039496
190;10.802345074971688;0.00019124249983988736;395.71;0.058589999999999996;383.77335466168887;42.61166218733751;0.06140205224514957;0.00342936993922378;10.702345074971689;41.417204471140664;0.059680876601446685;0.009523544138528725;10.40234507497169;16.115010246537068;0.023221218096087983;0.0032114450558419537;4.04744597352025;24.505889080472365;0.03531220807622344;0.00845239023101093;6.154899101451439;9.770724744506364;0.014079304125653998;0.0017973579734877445;2.454015226830218;6.239662897954117;0.008991156119841543;0.0007173794776469315;1.5671537334501562;0.7963051441312311;0.0011474504291352613;0.00013427611404774335;0.2;0.39815257206561555;0.0005737252145676307;2.441383891777152e-05;0.1;23.709583936341133;0.03416475764708818;0.0036345486858604444;5.9548991014514385;23.311431364275517;0.03359103243252055;0.004109541201850918;5.854899101451439;22.9132787922099;0.033017307217952915;0.0043905993640894845;5.754899101451438;21.718821076013054;0.03129613157425002;0.0036623132693271304;5.4548991014514385;7.439938420929382;0.010720715038390416;0.0010264514398458909;1.8686149338006235;1.1159907631394073;0.0016081072557585627;0.00010692202498394699;0.2802922400700935;60.0;30.0;100.0;40.0;0.3;1.1944577161968466;100.0;40.0;0.2;0.7963051441312311;100.0;40.0;1.593430746690031;6.3442855020307025;100.0;40.0;0.6868614933800623;2.7347567024210155;100.0;40.0;1.567153733450156;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.1;100.0;40.0;0.2;0.7963051441312311;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.30000000000000004;1.1944577161968468;100.0;40.0;3.3059919275807226;13.162891891944268;100.0;40.0;1.8686149338006235;100.0;40.0;0.2802922400700935
191;10.057057449696421;0.00017792479540001114;397.39;0.058589999999999996;373.1921905370686;39.64428033801728;0.057126149217893045;0.003190556206318495;9.95705744969642;38.44982262182044;0.05540497357419016;0.008841219187370769;9.65705744969642;15.82374925367844;0.02280152025323326;0.0031534017371492797;3.974292862553877;21.829768224010767;0.031456002891821634;0.0075293623943190075;5.482764587142544;9.515871375755065;0.01371206851315612;0.0017504768314667385;2.390006254734642;6.057624777417474;0.008728844968057342;0.0006964503963875538;1.5214330390961728;0.7963051441312311;0.0011474504291352613;0.00013427611404774335;0.2;0.39815257206561555;0.0005737252145676307;2.441383891777152e-05;0.1;21.033463079879535;0.03030855246268637;0.0032243140917751455;5.282764587142544;20.63531050781392;0.02973482724811874;0.003637771418652825;5.182764587142544;20.237157935748304;0.029161102033551108;0.0038778061214828604;5.0827645871425435;19.042700219551456;0.027439926389848213;0.0032110552158333017;4.782764587142544;6.711785938782814;0.00967147043125362;0.0009259918498008782;1.6857321563846914;1.006767890817422;0.0014507205646880428;9.645748435425817e-05;0.2528598234577037;60.0;30.0;100.0;40.0;0.3;1.1944577161968466;100.0;40.0;0.2;0.7963051441312311;100.0;40.0;1.5842866078192346;6.307877877923374;100.0;40.0;0.6685732156384692;2.6619414542063593;100.0;40.0;1.5214330390961728;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.1;100.0;40.0;0.2;0.7963051441312311;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.30000000000000004;1.1944577161968468;100.0;40.0;2.844172607300149;11.324146389951222;100.0;40.0;1.6857321563846914;100.0;40.0;0.2528598234577037
192;10.856671313897342;0.00019221326707598006;400.81;0.058589999999999996;361.7703857244388;42.82796350492651;0.0617137355759923;0.0034467777848293576;10.75667131389734;41.633505788729664;0.05999255993228941;0.009573280840258947;10.456671313897342;16.134654125030266;0.02324952430128209;0.00321535974379433;4.052379730042602;24.70254651956817;0.03559558520187207;0.008520219862150229;6.204291583854741;9.787913138187914;0.014104072055198844;0.001800519836833895;2.4583322637872764;6.251940322012366;0.00900884749808786;0.0007187910237836057;1.570237331276626;0.7963051441312311;0.0011474504291352613;0.00013427611404774335;0.2;0.39815257206561555;0.0005737252145676307;2.441383891777152e-05;0.1;23.906241375436938;0.0344481347727368;0.0036646951885890215;6.004291583854741;23.508088803371322;0.03387440955816917;0.0041442096799887826;5.904291583854741;23.109936231305706;0.03330068434360154;0.004428282492500206;5.8042915838547415;21.91547851510886;0.03157950869989865;0.0036954744223285656;5.504291583854741;7.489048117162384;0.010791480551375692;0.001033226861301928;1.8809493251065044;1.1233572175743576;0.0016187220827063539;0.00010762779805228419;0.28214239876597563;60.0;30.0;100.0;40.0;0.3;1.1944577161968466;100.0;40.0;0.2;0.7963051441312311;100.0;40.0;1.5940474662553252;6.346740986842352;100.0;40.0;0.6880949325106505;2.739667672044316;100.0;40.0;1.570237331276626;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.1;100.0;40.0;0.2;0.7963051441312311;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.30000000000000004;1.1944577161968468;100.0;40.0;3.341199859982261;13.303073180372117;100.0;40.0;1.8809493251065044;100.0;40.0;0.28214239876597563
193;10.798014024895354;0.00019116510738059365;400.88;0.058589999999999996;350.4114676070292;42.59441800006113;0.06137720391880609;0.003427982133763106;10.698014024895354;41.39996028386429;0.059656028275103204;0.00951957898006966;10.398014024895355;16.11343496935156;0.023218948171680433;0.003211131130126016;4.047050326902338;24.490220170381498;0.035289629674287504;0.008446985826292223;6.150963697993017;9.769346376969047;0.0140773179417974;0.0017971044181017955;2.4536690360395457;6.238678349713175;0.008989737417086826;0.0007172662832782042;1.566906454313961;0.7963051441312311;0.0011474504291352613;0.00013427611404774335;0.2;0.39815257206561555;0.0005737252145676307;2.441383891777152e-05;0.1;23.693915026250266;0.03414217924515225;0.0036321467282076853;5.950963697993017;23.29576245418465;0.033568454030584616;0.0041067789505502455;5.850963697993016;22.897609882119035;0.032994728816016984;0.004387596917023536;5.750963697993017;21.703152165922187;0.03127355317231409;0.003659671115909096;5.450963697993016;7.436000227965616;0.010715040227371558;0.001025908106876;1.8676258172558442;1.1154000341948425;0.0016072560341057337;0.00010686542779958337;0.28014387258837664;60.0;30.0;100.0;40.0;0.3;1.1944577161968466;100.0;40.0;0.2;0.7963051441312311;100.0;40.0;1.5933812908627922;6.344088592382514;100.0;40.0;0.6867625817255845;2.7343628831246396;100.0;40.0;1.566906454313961;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.1;100.0;40.0;0.2;0.7963051441312311;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.30000000000000004;1.1944577161968468;100.0;40.0;3.303194008148796;13.15175190376173;100.0;40.0;1.8676258172558442;100.0;40.0;0.28014387258837664
194;10.061649876993178;0.00017800685847113403;410.67;0.058589999999999996;339.8288055371178;39.66256520541956;0.05715249713125522;0.003192027765309467;9.961649876993176;38.46810748922272;0.05543132148755233;0.008845423641630691;9.661649876993177;15.825668619279904;0.02280428599812302;0.0031537842337829693;3.9747749304183406;21.84613372581158;0.03147958506029405;0.007535007062304427;5.4868749465748365;9.517550820656346;0.013714488539934656;0.0017507857710554878;2.390428064116048;6.058824380918391;0.00873057355861344;0.0006965883158468171;1.5217343315114629;0.7963051441312311;0.0011474504291352613;0.00013427611404774335;0.2;0.39815257206561555;0.0005737252145676307;2.441383891777152e-05;0.1;21.049828581680348;0.03033213463115879;0.0032268228331019987;5.286874946574836;20.651676009614732;0.029758409416591157;0.003640656471178706;5.186874946574836;20.253523437549116;0.029184684202023525;0.0038809420481414267;5.086874946574836;19.05906572135227;0.027463508558320634;0.0032138148312928403;4.7868749465748355;6.716584352786476;0.00967838479347801;0.0009266538632053413;1.6869373260458511;1.0074876529179713;0.0014517577190217015;9.652644408388974e-05;0.25304059890687763;60.0;30.0;100.0;40.0;0.3;1.1944577161968466;100.0;40.0;0.2;0.7963051441312311;100.0;40.0;1.5843468663022926;6.308117798623558;100.0;40.0;0.6686937326045851;2.662421295606725;100.0;40.0;1.5217343315114629;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.1;100.0;40.0;0.2;0.7963051441312311;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.30000000000000004;1.1944577161968468;100.0;40.0;2.846897021622108;11.334993715647826;100.0;40.0;1.6869373260458511;100.0;40.0;0.25304059890687763
195;10.857068380326396;0.0001922203623265332;419.15;0.058589999999999996;328.40991909832576;42.8295444351266;0.061716013646214374;0.0034469050174747388;10.757068380326396;41.635086718929756;0.059994838002511486;0.009573644362102895;10.457068380326398;16.134796913901745;0.02324973005551219;0.005466159938583183;4.052415592895562;24.703984660896776;0.03559765751786403;0.008520715895233412;6.204652787430834;9.788038078450459;0.014104252090150182;0.001800542820019172;2.4583636437836174;6.252029565057041;0.009008976094481673;0.000718801284134176;1.5702597455597265;0.7963051441312311;0.0011474504291352613;0.00013427611404774335;0.2;0.39815257206561555;0.0005737252145676307;2.441383891777152e-05;0.1;23.907679516765544;0.03445020708872877;0.003664915647737103;6.0046527874308335;23.509526944699928;0.03387648187416114;0.004144463208009075;5.904652787430834;23.111374372634312;0.03330275665959351;0.004428558066435307;5.804652787430833;21.916916656437465;0.03158158101589061;0.003695716927391455;5.5046527874308335;7.489405089341081;0.01079199493695094;0.0010332761109846642;1.8810389822389058;1.123410763401162;0.0016187992405426407;0.00010763292822756922;0.2821558473358359;60.0;30.0;100.0;40.0;0.3;1.1944577161968466;100.0;40.0;0.2;0.7963051441312311;100.0;40.0;1.5940519491119451;6.346758835451286;100.0;40.0;0.6881038982238906;2.7397033692621857;100.0;40.0;1.5702597455597265;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.1;100.0;40.0;0.2;0.7963051441312311;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.30000000000000004;1.1944577161968468;100.0;40.0;3.341457957856093;13.304100803695226;100.0;40.0;1.8810389822389058;100.0;40.0;0.2821558473358359
196;10.793783200064553;0.00019108950586416173;422.09;0.058589999999999996;317.0587905274006;42.57757286217771;0.061352930609967604;0.0034266264436418076;10.693783200064553;41.38311514598087;0.059631754966264716;0.009515705579723092;10.393783200064554;16.11189483136059;0.023216728881736513;0.0032108242070486652;4.046663505844526;24.47491517048904;0.03526757565539294;0.008441706938790861;6.147119694220027;9.767998756226948;0.014075376063096464;0.0017968565186931656;2.45333056761396;6.237715763468819;0.008988350360871875;0.0007171556138993516;1.5666646911528286;0.7963051441312311;0.0011474504291352613;0.00013427611404774335;0.2;0.39815257206561555;0.0005737252145676307;2.441383891777152e-05;0.1;23.67861002635781;0.03412012522625767;0.0036298005559848587;5.947119694220027;23.280457454292193;0.03354640001169004;0.006976937449239792;5.847119694220027;22.882304882226578;0.03297267479712241;0.004384664201745002;5.747119694220027;21.68784716602973;0.031251499153419515;0.003657090326463986;5.447119694220027;7.432149882988193;0.010709492002511747;0.0010253768938575077;1.8666587646113144;1.1148224824482287;0.0016064238003767619;0.00010681009311015705;0.27999881469169713;60.0;30.0;100.0;40.0;0.3;1.1944577161968466;100.0;40.0;0.2;0.7963051441312311;100.0;40.0;1.5933329382305657;6.343896075133642;100.0;40.0;0.6866658764611314;2.733977848626897;100.0;40.0;1.5666646911528286;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.1;100.0;40.0;0.2;0.7963051441312311;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.30000000000000004;1.1944577161968468;100.0;40.0;3.300462114917016;13.14087480059331;100.0;40.0;1.8666587646113144;100.0;40.0;0.27999881469169713
197;10.066156679100802;0.0001780873914869414;427.98;0.058589999999999996;306.47471972297865;39.68050915392898;0.05717835379131733;0.003193471887281022;9.966156679100802;38.48605143773214;0.055457178147614444;0.008849549704406559;9.666156679100803;15.827550700544002;0.022806998017466447;0.003154159300287912;3.9752476339486313;21.862195593056903;0.03150272970101274;0.007540547002901985;5.490909045152172;9.519197641762432;0.013716861556860157;0.001751088709386403;2.3908416797050522;6.060000681708451;0.008732268570703083;0.0006967235561731183;1.5220297712178945;0.7963051441312311;0.0011474504291352613;0.00013427611404774335;0.2;0.39815257206561555;0.0005737252145676307;2.441383891777152e-05;0.1;21.06589044892567;0.030355279271877474;0.0032292850289231357;5.290909045152172;20.667737876860055;0.029781554057309846;0.003643487996373013;5.190909045152171;20.26958530479444;0.029207828842742214;0.003884019792917848;5.090909045152172;19.075127588597592;0.02748665319903932;0.003216523246696091;4.790909045152171;6.721289555946719;0.009685164841836584;0.0009273030167715877;1.688119084871578;1.0081934333920077;0.0014527747262754874;9.65940642470404e-05;0.25321786273073665;60.0;30.0;100.0;40.0;0.3;1.1944577161968466;100.0;40.0;0.2;0.7963051441312311;100.0;40.0;1.5844059542435789;6.308353058781569;100.0;40.0;0.6688119084871578;2.6628918159227495;100.0;40.0;1.5220297712178945;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.1;100.0;40.0;0.2;0.7963051441312311;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.30000000000000004;1.1944577161968468;100.0;40.0;2.8495720975498564;11.345644599258865;100.0;40.0;1.688119084871578;100.0;40.0;0.25321786273073665
198;10.857430174853658;0.00019222682730921634;428.83;0.058589999999999996;295.0587878564236;42.83098492934248;0.06171808935264219;0.0034470209478869307;10.757430174853656;41.636527213145634;0.0599969137089393;0.009573975591852016;10.457430174853657;16.134927008730195;0.02324991751802933;0.0032154141248338423;4.052448267512675;24.705295060284207;0.03559954576177471;0.008521167868509903;6.204981907340981;9.788151911425352;0.014104416119852681;0.0018005637599811932;2.4583922340735915;6.252110874324822;0.009009093258554887;0.0007188106323315069;1.5702801671954223;0.7963051441312311;0.0011474504291352613;0.00013427611404774335;0.2;0.39815257206561555;0.0005737252145676307;2.441383891777152e-05;0.1;23.908989916152976;0.034452095332639446;0.003665116524748877;6.004981907340981;23.51083734408736;0.033878370118071814;0.004144694216572616;5.904981907340981;23.112684772021744;0.03330464490350418;0.004428809162700025;5.804981907340981;21.918227055824897;0.03158346925980129;0.0036959378921044067;5.504981907340981;7.489730326412205;0.010792463593243797;0.0010333209823318527;1.8811206687816893;1.1234595489618306;0.0016188695389865693;0.00010763760232623468;0.28216810031725337;60.0;30.0;100.0;40.0;0.3;1.1944577161968466;100.0;40.0;0.2;0.7963051441312311;100.0;40.0;1.5940560334390845;6.346775097304844;100.0;40.0;0.688112066878169;2.7397358929692985;100.0;40.0;1.5702801671954223;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.1;100.0;40.0;0.2;0.7963051441312311;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.30000000000000004;1.1944577161968468;100.0;40.0;3.341693138242039;13.305037180450864;100.0;40.0;1.8811206687816893;100.0;40.0;0.28216810031725337
199;10.789649209940148;0.00019101563472206665;414.5;0.058589999999999996;283.7153459671747;42.56111327416844;0.06132921286625614;0.0034253017824238795;10.689649209940146;41.3666555579716;0.05960803722255325;0.009511920833386155;10.389649209940146;16.110388688829996;0.023214558578171594;0.0032105240586833045;4.046285223086541;24.459961725010377;0.0352460282152464;0.008436549306840894;6.143363986853606;9.766680881512677;0.014073477047477162;0.0017966140911672972;2.452999570200724;6.236774424387198;0.008986993921143802;0.0007170473873253033;1.5664282644290886;0.7963051441312311;0.0011474504291352613;0.00013427611404774335;0.2;0.39815257206561555;0.0005737252145676307;2.441383891777152e-05;0.1;23.663656580879145;0.03409857778611114;0.003627508275118206;5.943363986853606;23.26550400881353;0.03352485257154351;0.004101444729497345;5.843363986853606;22.867351436747914;0.032951127356975876;0.004381798850661686;5.7433639868536055;21.672893720551066;0.031229951713272985;0.0036545688175106685;5.443363986853606;7.428384526661706;0.010704066243599455;0.0010248574063020754;1.8657130577163539;1.1142576789992558;0.0016056099365399181;0.00010675597982313287;0.2798569586574531;60.0;30.0;100.0;40.0;0.3;1.1944577161968466;100.0;40.0;0.2;0.7963051441312311;100.0;40.0;1.5932856528858177;6.343707807317318;100.0;40.0;0.6865713057716354;2.733601312994248;100.0;40.0;1.5664282644290886;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.1;100.0;40.0;0.2;0.7963051441312311;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.30000000000000004;1.1944577161968468;100.0;40.0;3.2977939704797987;13.130251514890105;100.0;40.0;1.8657130577163539;100.0;40.0;0.2798569586574531
200;10.07058041025612;0.00017816644008298525;414.91;0.058589999999999996;273.12995294809787;39.698122353305145;0.057203733852380076;0.0031948893906914404;9.97058041025612;38.5036646371083;0.05548255820867719;0.008853599714150614;9.67058041025612;15.829396647256623;0.02280965796806851;0.003154527165796708;3.9757112619249733;21.877962845720443;0.03152544981147341;0.00754598532721438;5.494869148331146;9.520812845135975;0.013719189013636961;0.0017513858315281227;2.3912473541843515;6.061154398403839;0.008733931039829373;0.0006968561999863861;1.522319538703108;0.7963051441312311;0.0011474504291352613;0.00013427611404774335;0.2;0.39815257206561555;0.0005737252145676307;2.441383891777152e-05;0.1;21.08165770158921;0.030377999382338147;0.005493893505316473;5.294869148331146;20.683505129523596;0.02980427416777052;0.003646267584354904;5.194869148331146;20.28535255745798;0.029230548953202887;0.003887041084202512;5.094869148331146;19.090894841261132;0.027509373309499992;0.003219181983026595;4.794869148331146;6.725904422728272;0.009691814718341742;0.000927939707075273;1.6892781548124327;1.0088856634092407;0.0014537722077512612;9.666038615367429e-05;0.2533917232218649;60.0;30.0;100.0;40.0;0.3;1.1944577161968466;100.0;40.0;0.2;0.7963051441312311;100.0;40.0;1.5844639077406215;6.308583802120647;100.0;40.0;0.6689278154812432;2.6633533026009046;100.0;40.0;1.522319538703108;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.1;100.0;40.0;0.2;0.7963051441312311;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.30000000000000004;1.1944577161968468;100.0;40.0;2.852199270296849;11.356104755123622;100.0;40.0;1.6892781548124327;100.0;40.0;0.2533917232218649
201;10.85775855524739;0.00019223269520891135;412.05;0.058589999999999996;261.71700989464796;42.83229238432629;0.06171997335376073;0.003447126171353657;10.75775855524739;41.63783466812944;0.059998797710057845;0.00957427623032838;10.457758555247391;16.135045080237212;0.023250087655322042;0.0032154376544594305;4.052477922352378;24.706484443760996;0.03560125962560053;0.008521578101872469;6.205280632895011;9.788255223993993;0.014104564989983805;0.0018005827646787836;2.458418182058331;6.252184669016708;0.009009199594362832;0.0007188191165715025;1.5702987014702365;0.7963051441312311;0.0011474504291352613;0.00013427611404774335;0.2;0.39815257206561555;0.0005737252145676307;2.441383891777152e-05;0.1;23.910179299629764;0.034453809196465277;0.003665298850687795;6.005280632895011;23.512026727564148;0.033880083981897645;0.004144903891402371;5.905280632895011;23.113874155498532;0.03330635876733001;0.004429037070123673;5.805280632895011;21.919416439301685;0.03158518312362712;0.003696138450637216;5.505280632895011;7.490025505179749;0.01079288893647558;0.001033361706683832;1.8811948058809458;1.1235038257769623;0.0016189333404713368;0.00010764184444623251;0.28217922088214187;60.0;30.0;100.0;40.0;0.3;1.1944577161968466;100.0;40.0;0.2;0.7963051441312311;100.0;40.0;1.5940597402940473;6.346789856243221;100.0;40.0;0.6881194805880946;2.7397654108460525;100.0;40.0;1.5702987014702365;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.1;100.0;40.0;0.2;0.7963051441312311;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.30000000000000004;1.1944577161968468;100.0;40.0;3.3419066061319245;13.305887108344978;100.0;40.0;1.8811948058809458;100.0;40.0;0.28217922088214187
202;10.785608814894271;0.00019094343602211366;398.17;0.058589999999999996;250.3811552306119;42.545026337371674;0.061306032101109804;0.003424007112030069;10.68560881489427;41.35056862117483;0.059584856457406916;0.009508221775118123;10.38560881489427;16.108915446953382;0.023212435683404434;0.0032102304668538036;4.045915203656811;24.445348030090216;0.03522497034486722;0.00843150885914375;6.139693611237458;9.765391794870643;0.0140716195145559;0.0017963769593050084;2.452675803199711;6.235853648214316;0.008985667111914328;0.0007169415248867814;1.5661970022855074;0.7963051441312311;0.0011474504291352613;0.00013427611404774335;0.2;0.39815257206561555;0.0005737252145676307;2.441383891777152e-05;0.1;23.649042885958984;0.034077519915731956;0.0036252680761416976;5.939693611237458;23.25089031389337;0.033503794701164324;0.00409886850067436;5.8396936112374584;22.852737741827752;0.0329300694865967;0.004378998601941051;5.739693611237458;21.658280025630905;0.031208893842893805;0.003652104598636509;5.439693611237458;7.424701421970177;0.010698759006681557;0.0010243492665971703;1.8647880091420295;1.1137052132955265;0.0016048138510022336;0.00010670304860387193;0.27971820137130443;60.0;30.0;100.0;40.0;0.3;1.1944577161968466;100.0;40.0;0.2;0.7963051441312311;100.0;40.0;1.5932394004571013;6.343523652082741;100.0;40.0;0.686478800914203;2.7332330025250955;100.0;40.0;1.5661970022855074;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.1;100.0;40.0;0.2;0.7963051441312311;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.30000000000000004;1.1944577161968468;100.0;40.0;3.295187400724125;13.119873390365205;100.0;40.0;1.8647880091420295;100.0;40.0;0.27971820137130443
203;10.074923521167499;0.00017824404806303268;388.58;0.058589999999999996;239.79452393491255;39.715414561106456;0.057228651374775286;0.003196281060825216;9.974923521167497;38.52095684490961;0.0555074757310724;0.00885757591453283;9.674923521167498;15.831207561233771;0.022812267437611087;0.0031548880498823827;3.976166091079474;21.89344413954461;0.03154775786432605;0.007551325020716341;5.498757430088024;9.522397394865981;0.013721472299486717;0.0017516773148280914;2.3916453296945397;6.0622862196395575;0.008735561958293484;0.0006969863264595864;1.5226038069246712;0.7963051441312311;0.0011474504291352613;0.00013427611404774335;0.2;0.39815257206561555;0.0005737252145676307;2.441383891777152e-05;0.1;21.097138995413378;0.030400307435190788;0.0032340752590628496;5.298757430088024;20.698986423347762;0.029826582220623156;0.0036489967610336843;5.1987574300880235;20.300833851282146;0.029252857006055524;0.0038900075805924908;5.098757430088024;19.1063761350853;0.027531681362352633;0.0032217924998497764;4.798757430088023;6.730431707671144;0.009698338392198181;0.0009285643141466342;1.6904152276986846;1.0095647561506718;0.0014547507588297272;9.672544939027443e-05;0.2535622841548027;60.0;30.0;100.0;40.0;0.3;1.1944577161968466;100.0;40.0;0.2;0.7963051441312311;100.0;40.0;1.5845207613849341;6.30881016636779;100.0;40.0;0.6690415227698685;2.6638060310951923;100.0;40.0;1.5226038069246712;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.1;100.0;40.0;0.2;0.7963051441312311;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.1;0.39815257206561555;100.0;40.0;0.30000000000000004;1.1944577161968468;100.0;40.0;2.8547799182345375;11.366379671263488;100.0;40.0;1.6904152276986846;100.0;40.0;0.2535622841548027
