timestamp;strompreis_EUR_MWh;waermebedarf_MWth;grid_co2_kg_MWh;WRG1_Q_cap;WRG1_T_K;WRG2_Q_cap;WRG2_T_K;WRG3_Q_cap;WRG3_T_K;WRG4_Q_cap;WRG4_T_K;P_buy_MW;P_sell_MW;Q_dump_MWth;HP1_Q_th_MW;HP1_Pel_MW;HP1_on;HP1_Q_wrg_MW;HP1_Q_def_MW;HP1_COP;HP2_Q_th_MW;HP2_Pel_MW;HP2_on;HP2_Q_wrg_MW;HP2_Q_def_MW;HP2_COP;HP3_Q_th_MW;HP3_Pel_MW;HP3_on;HP3_Q_wrg_MW;HP3_Q_def_MW;HP3_COP;HP4_Q_th_MW;HP4_Pel_MW;HP4_on;HP4_Q_wrg_MW;HP4_Q_def_MW;HP4_COP;TES_SOC_MWh;TES_charge_MW;TES_discharge_MW;HKW_Q_th_MW;HKW_fuel_MW;HKW_Pel_MW;GTOST_Q_th_MW;GTOST_fuel_MW;GTOST_Pel_MW;BMHKW_Q_th_MW;BMHKW_fuel_MW;BMHKW_Pel_MW;HWS_Q_th_MW;HWS_fuel_MW;HWW_Q_th_MW;HWW_fuel_MW;AVA_Q_th_MW;AVA_fuel_MW;P2H_Q_th_MW;P2H_Pel_MW;grid_co2_kg_MWh;Fuel_CO2_emissions_t_per_step;Grid_CO2_emissions_t_per_step;CO2_HKW_t_per_step;CO2_GTOST_t_per_step;CO2_BMHKW_t_per_step;CO2_HWS_t_per_step;CO2_HWW_t_per_step;CO2_AVA_t_per_step;Total_CO2_emissions_t_per_step
2023-01-01T00:00:00;-5,17;72,3;192,281483779071;0;310,15;0;316,15;0;311,65;0,09278694999999999;285,0333333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28,5;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,3;42,3;0;0;192,281483779071;0;0;0;0;0;0;0;0;0
2023-01-01T01:00:00;-1,07;74,6;192,331850982904;0;310,25;0;316,34999999999997;0;311,75;0,1094112;284,95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56,997150000000005;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44,6;44,6;0;0;192,331850982904;0;0;0;0;0;0;0;0;0
2023-01-01T02:00:00;-1,47;75,2;193,129596165323;0;310,15;0;316,15;0;311,54999999999995;0,117305725;285,0125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25,412502916578955;0;30;0;0;0;0;0;0;0,14691849809915045;0,3029247383487638;0,05361767868773119;0;0;0;0;45;45;0,05308150190085461;0,05361767868773193;193,129596165323;0;0;0;0;0;0;0;0;0
2023-01-01T03:00:00;-5,08;76,6;199,926837573661;0;310,04999999999995;0;316,15;0;311,54999999999995;0,10635315;284,95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53,9099616662873;30;0;0;0;0;0;0;0;1,175347984793174;2,4233979067900497;0,4289414295018388;0;0;0;0;45;45;0,4246520152068204;0,4289414295018388;199,926837573661;0;0;0;0;0;0;0;0;0
2023-01-01T04:00:00;-4,49;83,1;196,49135635468602;0;310,15;0;316,25;0;311,65;0,10678235;284,95;0;0;0;4,23336614173228;1,4111220472440933;1;0;4,23336614173228;3,0000000000000004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22,325623301699626;0;30;0;0;0;0;0;0;3,866633858267714;7,9724409448818845;1,4111220472440935;0;0;0;0;45;45;0;0;196,49135635468602;0;0;0;0;0;0;0;0;0
2023-01-01T05:00:00;-5,4;90,6;196,307888076285;0;310,04999999999995;0;316,25;0;311,54999999999995;0,117775525;285,0125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,153149606299195;2,717716535433065;1;0;8,153149606299195;3;50,82339073936946;30;0;0;0;0;0;0;0;7,446850393700771;15,354330708661385;2,717716535433065;0;0;0;0;45;45;0;0;196,307888076285;0;0;0;0;0;0;0;0;0
2023-01-01T06:00:00;-5,02;96,4;195,05014641664602;0;310,04999999999995;0;316,15;0;311,54999999999995;0,11032325;284,95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,640362225097029;3,2134540750323426;1;0;9,640362225097029;3,0000000000000004;79,31830840029552;30;0;0;0;0;0;0;0;10,975515040144682;22,629927917824087;4,005497241454863;0;0;0;0;45;45;0,7841227347582954;0,7920431664225207;195,05014641664602;0;0;0;0;0;0;0;0;0
2023-01-01T07:00:00;-1,3;100,7;204,267560049023;0;310,15;0;316,34999999999997;0;311,75;0,10173925;284,95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,640362225097029;3,2134540750323426;1;0;9,640362225097029;3,0000000000000004;47,731429201034445;0;30;0;0;0;0;0;0;14,134262749276346;29,142809792322364;5,158277333241058;0;0;0;0;45;45;1,925375025626628;1,9448232582087153;204,267560049023;0;0;0;0;0;0;0;0;0
2023-01-01T08:00:00;-1,44;105,1;195,38230767169;0;310,04999999999995;0;316,04999999999995;0;311,54999999999995;0,10420135;284,95;0;0;0;9,357009475367452;3,119003158455817;1;0;9,357009475367452;3;0;0;0;0;0;0;0;0;0;0;0;0;6,37438816242782;2,1247960541426067;1;0;6,37438816242782;3;76,22665605811434;30;0;0;0;0;0;0;0;14,368602362204719;29,625984251968497;5,243799212598423;0;0;0;0;45;45;0;0;195,38230767169;0;0;0;0;0;0;0;0;0
2023-01-01T09:00:00;-1,09;101,3;184,117974340659;0;310,04999999999995;0;316,15;0;311,45;0,11824315;285,0125;0;0;0;9,357009475367452;3,119003158455817;1;0;9,357009475367452;3;0;0;0;0;0;0;0;0;0;0;0;0;4,388364540380578;1,4627881801268592;1;0;4,388364540380578;3;44,64008602408748;0;30;0;0;0;0;0;0;12,554625984251967;25,88582677165354;4,5817913385826765;0;0;0;0;45;45;0;0;184,117974340659;0;0;0;0;0;0;0;0;0
2023-01-01T10:00:00;-1,07;91,4;178,506404473512;0;308,65;0;313,65;0;310,15;0,10458415;284,95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,571259842519702;2,857086614173234;1;0;8,571259842519702;3;73,13562201548507;30;0;0;0;0;0;0;0;7,8287401574803175;16,141732283464574;2,8570866141732294;0;0;0;0;45;45;0;0;178,506404473512;0;0;0;0;0;0;0;0;0
2023-01-01T11:00:00;-1,07;84,7;182,891652360396;0;306,75;0;311,04999999999995;0;308,15;0,1047016;284,95;0;0;0;0;0;0;0;0;0;5,06958661417323;1,6898622047244098;1;0;5,06958661417323;3;0;0;0;0;0;0;0;0;0;0;0;0;101,62830845328352;30;0;0;0;0;0;0;0;4,630413385826773;9,547244094488192;1,68986220472441;0;0;0;0;45;45;0;0;182,891652360396;0;0;0;0;0;0;0;0;0
2023-01-01T12:00:00;-0,79;78,4;184,75673070697601;0;306,45;0;310,45;0;307,65;0,10541500000000001;284,95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;130,1181456224382;30;0;0;0;0;0;0;0;2,4976144676855156;5,149720551928898;0,911500537691415;0;0;0;0;45;45;0,9023855323145008;0,911500537691415;184,75673070697601;0;0;0;0;0;0;0;0;0
2023-01-01T13:00:00;-0,27;77,5;166,482607495619;0;306,15;0;310,04999999999995;0;307,25;0,09899005;284,95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;158,60513380787594;30;0;0;0;0;0;0;0;1,836481226239341;3,7865592293594665;0,6702209835966255;0;0;0;0;45;45;0,6635187737606593;0,6702209835966255;166,482607495619;0;0;0;0;0;0;0;0;0
