;plant_to_j1_m_dot;plant_to_j1_velocity;plant_to_j1_delta_p;j1_to_north_m_dot;j1_to_north_velocity;j1_to_north_delta_p;j1_to_south_m_dot;j1_to_south_velocity;j1_to_south_delta_p;plant_to_industrial_m_dot;plant_to_industrial_velocity;plant_to_industrial_delta_p
82;355.3455803101616;2.0481667944670097;2.614681014213204;152.29096299006926;1.7913995286883468;4.701443231787629;203.05461732009238;2.3885327049177962;3.875087630175699;152.29096299006926;1.7913995286883468;2.177993347949358
83;322.9996990885941;1.8617292431740886;2.376675629583943;138.42844246654033;1.628334615021069;6.186681668013179;184.5712566220538;2.171112820028092;4.503044188526696;138.42844246654033;1.628334615021069;3.36555482739917
84;318.9967777755722;1.8386569131143207;2.3472215912097707;136.7129047609595;1.6081547345023215;4.115329538382681;182.28387301461268;2.144206312669762;5.184302913023515;136.7129047609595;1.6081547345023215;1.9552033246228835
85;323.3125993560264;1.8635327605758676;2.3789779922245113;138.56254258115416;1.6299120354890972;6.192674906873469;184.75005677487223;2.1732160473187965;5.319211405464314;138.56254258115416;1.6299120354890972;1.9816559701995105
86;344.95567070978825;1.9882806750943574;2.5382306490566258;147.83814458990923;1.7390209986248024;4.612541788088155;197.117526119879;2.31869466483307;5.995753304542848;147.83814458990923;1.7390209986248024;2.1143112445286354
87;326.27703430390585;1.8806193871192585;2.4007907069607555;139.83301470167393;1.6448566068098471;1.8748365579139572;186.44401960223192;2.1931421424131297;5.4118768324987485;139.83301470167393;1.6448566068098471;1.9998256617748904
88;301.7001399274504;1.738961289306301;1.549737816135703;129.3000599689073;1.520957395894724;3.7840326591744824;172.40007995854307;2.0279431945262987;4.643626406155734;129.3000599689073;1.520957395894724;1.8491883232762603
89;307.0274062937693;1.7696669760556663;2.2591493311348927;131.5831741259011;1.5478136816813408;3.8860702191540306;175.44423216786817;2.0637515755751212;4.810151704042358;131.5831741259011;1.5478136816813408;1.8818403424697154
90;288.06131222190214;1.6603488186022104;1.4493814705560135;123.45484809510091;1.4522001328882308;3.5227968574780806;164.60646412680123;1.9362668438509745;4.217289577787209;123.45484809510091;1.4522001328882308;1.7655928667334115
91;286.99016124739796;1.6541748404260206;1.4414997962885372;122.995783391742;1.4468001519761116;1.6490883191217063;163.99437785565598;1.929066869301482;4.183806413468901;122.995783391742;1.4468001519761116;1.7590275403964886
92;254.39497021168955;1.4663002990278267;1.8718727221631828;109.0264158050098;1.2824783956511605;1.4617914844048185;145.36855440667975;1.7099711942015474;3.241562537329462;109.0264158050098;1.2824783956511605;1.5592442500318062
93;258.866911770213;1.4920760022150457;1.904777875168143;110.94296218723413;1.305022742462139;2.963612243397185;147.92394958297885;1.7400303232828522;4.759961370682575;110.94296218723413;1.305022742462139;1.5866537902275248
94;258.0971314723822;1.487639086343809;1.8991137272474155;110.61305634530666;1.3011420580266553;2.9488680016210305;147.48407512707558;1.7348560773688741;4.7458068985774675;110.61305634530666;1.3011420580266553;1.5819356328591554
95;245.2996303376479;1.4138759151417408;1.8049479767766903;105.12841300184908;1.2366261648470036;2.703746826926306;140.17121733579881;1.6488348864626718;4.510490570870532;105.12841300184908;1.2366261648470036;1.5034968569568434
96;266.3177290619276;1.535021566798149;1.2893892342104032;114.13616959796894;1.3425844607563986;1.5303014370323675;152.18155946395862;1.790112614341865;1.4690893795510758;114.13616959796894;1.3425844607563986;1.6323215328345273
97;265.89889240539765;1.5326074455039953;1.286307377239143;113.95666817374183;1.3404729844058267;3.098301612484143;151.94222423165579;1.7872973125411025;3.381672566523095;113.95666817374183;1.3404729844058267;1.6297543883353518
98;262.8417756407365;1.5149866127396703;1.2638126971144727;112.64647527460134;1.3250611773233267;3.039746114450329;150.19530036613517;1.766748236431103;3.3648085830893555;112.64647527460134;1.3250611773233267;1.6110166289645311
99;259.9786534475018;1.4984839400468895;1.9129582213364544;111.4194229060722;1.3106273528106906;4.9795872067275475;148.55923054142963;1.747503137080921;4.780403718458447;111.4194229060722;1.3106273528106906;1.5934679061528154
100;245.87469252209252;1.4171905005374705;1.80917936238826;105.37486822375394;1.2395252191289832;4.709442321918629;140.49982429833858;1.6527002921719773;4.521064629041884;105.37486822375394;1.2395252191289832;2.561936623123734
101;268.7947663709684;1.5492988952529028;1.3076156109611525;115.1977570161293;1.3550719200462709;1.5445348632746254;153.5970093548391;1.8067625600616948;3.397647085764918;115.1977570161293;1.3550719200462709;1.6475038541595999
102;281.75755590262634;1.6240147677824905;1.4029975758925413;120.75323824398271;1.4204210796931405;3.4020557739101083;161.00431765864363;1.8938947729241875;3.4691537650137727;120.75323824398271;1.4204210796931405;1.7269557199916603
