timestamp;strompreis_EUR_MWh;waermebedarf_MWth;grid_co2_kg_MWh;WRG1_Q_cap;WRG1_T_K;WRG2_Q_cap;WRG2_T_K;WRG3_Q_cap;WRG3_T_K;WRG4_Q_cap;WRG4_T_K;P_buy_MW;P_sell_MW;Q_dump_MWth;HP1_Q_th_MW;HP1_Pel_MW;HP1_on;HP1_Q_wrg_MW;HP1_Q_def_MW;HP1_COP;HP2_Q_th_MW;HP2_Pel_MW;HP2_on;HP2_Q_wrg_MW;HP2_Q_def_MW;HP2_COP;HP3_Q_th_MW;HP3_Pel_MW;HP3_on;HP3_Q_wrg_MW;HP3_Q_def_MW;HP3_COP;HP4_Q_th_MW;HP4_Pel_MW;HP4_on;HP4_Q_wrg_MW;HP4_Q_def_MW;HP4_COP;TES_SOC_MWh;TES_charge_MW;TES_discharge_MW;HKW_Q_th_MW;HKW_fuel_MW;HKW_Pel_MW;GTOST_Q_th_MW;GTOST_fuel_MW;GTOST_Pel_MW;BMHKW_Q_th_MW;BMHKW_fuel_MW;BMHKW_Pel_MW;HWS_Q_th_MW;HWS_fuel_MW;HWW_Q_th_MW;HWW_fuel_MW;AVA_Q_th_MW;AVA_fuel_MW;P2H_Q_th_MW;P2H_Pel_MW;grid_co2_kg_MWh;Fuel_CO2_emissions_t_per_step;Grid_CO2_emissions_t_per_step;CO2_HKW_t_per_step;CO2_GTOST_t_per_step;CO2_BMHKW_t_per_step;CO2_HWS_t_per_step;CO2_HWW_t_per_step;CO2_AVA_t_per_step;Total_CO2_emissions_t_per_step
2023-01-01T00:00:00;-5,17;72,3;192,281483779071;0;310,15;0;316,15;0;311,65;0,09278694999999999;285,0333333333333;1,1257731958762878;0;0;0;0;0;0;0;0;7,098870492918093;2,366290164306031;1;0;7,098870492918093;3;8,781346042514976;2,9271153475049916;1;0;8,781346042514976;3,0000000000000004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11,41978346456693;23,54594528776687;4,1676323159347355;0;0;0;0;45;45;0;0;192,281483779071;0;0,21646534050179936;0;0;0;0;0;0;0,21646534050179936
2023-01-01T01:00:00;-1,07;74,6;192,331850982904;0;310,25;0;316,34999999999997;0;311,75;0,1094112;284,95;1,1257731958762878;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;30,927835051546385;5,47422680412371;8,066000000000003;8,61752136752137;0;0;45;45;6,533999999999998;6,6;192,331850982904;1,737292307692308;0,2165220425498258;0;0;0;1,737292307692308;0;0;1,9538143502421337
2023-01-01T02:00:00;-1,47;75,2;193,129596165323;0;310,15;0;316,15;0;311,54999999999995;0,117305725;285,0125;1,1257731958762878;0;0;14,156954494377517;4,7189848314591725;1;0;14,156954494377517;3;0;0;0;0;0;0;3,2389116473547674;1,0796372157849223;1;0;3,2389116473547674;3,0000000000000004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12,80413385826772;26,40027599642829;4,6728488513678075;0;0;0;0;45;45;0;0;193,129596165323;0;0,21742012269333252;0;0;0;0;0;0;0,21742012269333252
2023-01-01T03:00:00;-5,08;76,6;199,926837573661;0;310,04999999999995;0;316,15;0;311,54999999999995;0,10635315;284,95;1,1257731958762878;0;0;14,156954494377517;4,7189848314591725;1;0;14,156954494377517;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;30,927835051546396;5,474226804123711;0,5808404887670584;0,6205560777425837;0;0;45;45;1,8622050168554185;1,8810151685408267;199,926837573661;0,1251041052729049;0,22507227487673984;0;0;0;0,1251041052729049;0;0;0,3501763801496447
2023-01-01T04:00:00;-4,49;83,1;196,49135635468602;0;310,15;0;316,25;0;311,65;0,10678235;284,95;1,1257731958762878;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;30,927835051546396;5,474226804123711;16,565999999999995;17,698717948717942;0;0;45;45;6,534;6,6;196,49135635468602;3,5680615384615373;0,22120470220548138;0;0;0;3,5680615384615373;0;0;3,789266240667019
2023-01-01T05:00:00;-5,4;90,6;196,307888076285;0;310,04999999999995;0;316,25;0;311,54999999999995;0,117775525;285,0125;1,1257731958762878;0;0;4,247086348313255;1,4156954494377516;1;0;4,247086348313255;3;20,463141145529917;6,821047048509972;1;0;20,463141145529917;3;2,6344038127544924;0,8781346042514975;1;0;2,6344038127544924;3;0;0;0;0;0;0;0;0;0;0;0;0;3,255368693402332;6,985769728331183;2,514877102199226;15;30,927835051546396;5,474226804123711;0;0;0;0;45;45;0;0;196,307888076285;1,4083311772315665;0,22099815853536395;0;1,4083311772315665;0;0;0;0;1,6293293357669305
2023-01-01T06:00:00;-5,02;96,4;195,05014641664602;0;310,04999999999995;0;316,15;0;311,54999999999995;0,11032325;284,95;1,1257731958762878;0;0;4,247086348313255;1,4156954494377516;1;0;4,247086348313255;3;18,367945358201524;6,122648452733841;1;0;18,367945358201524;3;8,781346042514976;2,9271153475049916;1;0;8,781346042514976;3,0000000000000004;0;0;0;0;0;0;0;0;0;0;0;0;5,003622250970253;10,737386804657193;3,8654592496765896;15;30,927835051546396;5,474226804123711;0;0;0;0;45;45;0;0;195,05014641664602;2,16465717981889;0,21958222668760544;0;2,16465717981889;0;0;0;0;2,3842394065064956
2023-01-01T07:00:00;-1,3;100,7;204,267560049023;0;310,15;0;316,34999999999997;0;311,75;0,10173925;284,95;1,1257731958762878;0;0;13,458377521544405;4,486125840514801;1;0;13,458377521544405;3;20,94188121066776;6,980627070222586;1;0;20,94188121066776;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,299741267787839;13,518758085381627;4,866752910737386;15;30,927835051546396;5,474226804123711;0;0;0;0;45;45;0;0;204,267560049023;2,725381630012936;0,22995894389024013;0;2,725381630012936;0;0;0;0;2,955340573903176
2023-01-01T08:00:00;-1,44;105,1;195,38230767169;0;310,04999999999995;0;316,04999999999995;0;311,54999999999995;0,10420135;284,95;1,1257731958762878;0;0;14,156954494377517;4,7189848314591725;1;0;14,156954494377517;3;14,535696875785376;4,8452322919284585;1;0;14,535696875785376;3;8,781346042514976;2,9271153475049916;1;0;8,781346042514976;3,0000000000000004;0;0;0;0;0;0;0;0;0;0;0;0;7,626002587322127;16,364812419146194;5,89133247089263;15;30,927835051546396;5,474226804123711;0;0;0;0;45;45;0;0;195,38230767169;3,2991461836998726;0,2199561649252426;0;3,2991461836998726;0;0;0;0;3,519102348625115
2023-01-01T09:00:00;-1,09;101,3;184,117974340659;0;310,04999999999995;0;316,15;0;311,45;0,11824315;285,0125;1,1257731958762878;0;0;5,096177662729294;1,698725887576431;1;0;5,096177662729294;3,0000000000000004;20,94188121066776;6,980627070222586;1;0;20,94188121066776;3;8,781346042514976;2,9271153475049916;1;0;8,781346042514976;3,0000000000000004;0;0;0;0;0;0;0;0;0;0;0;0;6,480595084087968;13,906856403622248;5,0064683053040095;15;30,927835051546396;5,474226804123711;0;0;0;0;45;45;0;0;184,117974340659;2,8036222509702453;0,20727508039175202;0;2,8036222509702453;0;0;0;0;3,0108973313619973
2023-01-01T10:00:00;-1,07;91,4;178,506404473512;0;308,65;0;313,65;0;310,15;0,10458415;284,95;1,1257731958762878;0;0;14,156954494377517;4,7189848314591725;1;0;14,156954494377517;3;0;0;0;0;0;0;8,781346042514976;2,9271153475049916;1;0;8,781346042514976;3,0000000000000004;0;0;0;0;0;0;0;0;0;4,391256683448444;5,9101705026224005;1,0461001789641649;0;0;0;15;30,927835051546396;5,474226804123711;4,0704427796590705;4,348763653481913;0;0;45;45;0;0;178,506404473512;2,0682011258706297;0,20095772544853088;1,191490373328676;0;0;0,8767107525419536;0;0;2,2691588513191605
2023-01-01T11:00:00;-1,07;84,7;182,891652360396;0;306,75;0;311,04999999999995;0;308,15;0,1047016;284,95;1,1257731958762878;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;30,927835051546396;5,474226804123711;18,166000000000004;19,408119658119663;0;0;45;45;6,534;6,6;182,891652360396;3,912676923076924;0,205894519976858;0;0;0;3,912676923076924;0;0;4,118571443053782
2023-01-01T12:00:00;-0,79;78,4;184,75673070697601;0;306,45;0;310,45;0;307,65;0,10541500000000001;284,95;1,1257731958762878;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,781346042514976;2,9271153475049916;1;0;8,781346042514976;3,0000000000000004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;30,927835051546396;5,474226804123711;5,982498151514973;6,391557854182663;0;0;45;45;3,6361558059700574;3,6728846524950076;184,75673070697601;1,2885380634032249;0,20799417518764707;0;0;0;1,2885380634032249;0;0;1,496532238590872
2023-01-01T13:00:00;-0,27;77,5;166,482607495619;0;306,15;0;310,04999999999995;0;307,25;0,09899005;284,95;1,1257731958762878;0;0;0;0;0;0;0;0;15,963529258111647;5,321176419370548;1;0;15,963529258111647;3,0000000000000004;2,6344038127544924;0,8781346042514975;1;0;2,6344038127544924;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13,902066929133861;28,664055523987347;5,07353782774576;0;0;0;0;45;45;0;0;166,482607495619;0;0,1874216570981606;0;0;0;0;0;0;0,1874216570981606
2023-01-01T14:00:00;0,85;74,9;162,68211043997798;0;306,84999999999997;0;311,04999999999995;0;307,65;0,10589205;284,95;1,1257731958762878;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,781346042514976;2,9271153475049916;1;0;8,781346042514976;3,0000000000000004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;30,927835051546396;5,474226804123711;2,4824981515149727;2,6522416148664236;0;0;45;45;3,6361558059700574;3,6728846524950076;162,68211043997798;0,534691909557071;0,1831431593819132;0;0;0;0,534691909557071;0;0;0,7178350689389842
2023-01-01T15:00:00;23,53;75,5;206,593952905852;0;307,54999999999995;0;312,04999999999995;0;308,34999999999997;0,10058215;284,95;1,1257731958762878;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,781346042514976;2,9271153475049916;1;0;8,781346042514976;3,0000000000000004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;30,9278350515464;5,474226804123712;3,082498151514967;3,293267255892059;0;0;45;45;3,6361558059700574;3,6728846524950076;206,593952905852;0,663922678787839;0,2325779346115363;0;0;0;0,663922678787839;0;0;0,8965006133993753
2023-01-01T16:00:00;36,54;80,2;179,505459590122;0;307,65;0;312,15;0;308,45;0,1323821;285,075;1,1257731958762878;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;30,927835051546396;5,474226804123711;13,666000000000004;14,600427350427355;0;0;45;45;6,534;6,6;179,505459590122;2,9434461538461547;0,20208243492001346;0;0;0;2,9434461538461547;0;0;3,1455285887661684
2023-01-01T17:00:00;46,03;86,7;206,925873559283;0;307,54999999999995;0;312,15;0;308,45;0,12229648;285,015;1,1257731958762878;0;0;4,247086348313255;1,4156954494377516;1;0;4,247086348313255;3;17,738690951480763;5,91289698382692;1;0;17,738690951480763;3,0000000000000004;2,6344038127544924;0,8781346042514975;1;0;2,6344038127544924;3;0;0;0;0;0;0;0;0;0;0;0;0;2,079818887451495;4,463130659767156;1,6067270375161762;15;30,927835051546396;5,474226804123711;0;0;0;0;45;45;0;0;206,925873559283;0,8997671410090586;0,23295160198632664;0;0,8997671410090586;0;0;0;0;1,1327187429953853
2023-01-01T18:00:00;55,57;90,8;212,01363892734602;0;307,45;0;312,04999999999995;0;308,54999999999995;0,1005227;284,95;1,1257731958762878;0;0;6,542465490496534;2,1808218301655113;1;0;6,542465490496534;3;20,94188121066776;6,980627070222586;1;0;20,94188121066776;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,315653298835704;7,115135834411381;2,5614489003880974;15;30,927835051546396;5,474226804123711;0;0;0;0;45;45;0;0;212,01363892734602;1,4344113842173345;0,23867927186459967;0;1,4344113842173345;0;0;0;0;1,673090656081934
2023-01-01T19:00:00;54,95;92,5;178,1971338565;0;304,65;0;307,04999999999995;0;305,45;0,12201262800000001;285,015;1,1257731958762878;0;0;0;0;0;0;0;0;19,890581512465616;6,630193837488538;1;0;19,890581512465616;3;8,781346042514976;2,9271153475049916;1;0;8,781346042514976;3,0000000000000004;0;0;0;0;0;0;0;0;0;0;0;0;3,8280724450194086;8,21474773609315;2,9573091849935342;15;30,927835051546396;5,474226804123711;0;0;0;0;45;45;0;0;178,1971338565;1,6560931435963788;0,20060955687762663;0;1,6560931435963788;0;0;0;0;1,8567027004740055
2023-01-01T20:00:00;49,23;92;129,77527630639;0;304,34999999999997;0;306,95;0;305,15;0,1007025;284,95;1,1257731958762878;0;0;0;0;0;0;0;0;20,94188121066776;6,980627070222586;1;0;20,94188121066776;3;7,380757857896278;2,460252619298759;1;0;7,380757857896278;3;0;0;0;0;0;0;0;0;0;0;0;0;3,6773609314359628;7,891332470892624;2,8408796895213446;15;30,927835051546396;5,474226804123711;0;0;0;0;45;45;0;0;129,77527630639;1,590892626131953;0,14609752755317296;0;1,590892626131953;0;0;0;0;1,736990153685126
2023-01-01T21:00:00;44,99;91,5;134,05886425595102;0;304,65;0;307,65;0;305,54999999999995;0,10833095;285,0125;1,1257731958762878;0;0;7,031469371479715;2,3438231238265717;1;0;7,031469371479715;3;20,94188121066776;6,980627070222586;1;0;20,94188121066776;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,5266494178525263;7,567917205692115;2,7244501940491617;15;30,927835051546396;5,474226804123711;0;0;0;0;45;45;0;0;134,05886425595102;1,5256921086675304;0,15091987604896742;0;1,5256921086675304;0;0;0;0;1,6766119847164977
2023-01-01T22:00:00;45,96;90,1;130,446348416527;0;305,25;0;308,65;0;306,25;0,118243875;285,0125;1,1257731958762878;0;0;4,247086348313255;1,4156954494377516;1;0;4,247086348313255;3;20,113852659113356;6,704617553037785;1;0;20,113852659113356;3;2,6344038127544924;0,8781346042514975;1;0;2,6344038127544924;3;0;0;0;0;0;0;0;0;0;0;0;0;3,104657179818893;6,662354463130672;2,398447606727042;15;30,927835051546396;5,474226804123711;0;0;0;0;45;45;0;0;130,446348416527;1,3431306597671435;0,14685300254726533;0;1,3431306597671435;0;0;0;0;1,489983662314409
2023-01-01T23:00:00;35;83,8;120,287097851137;0;305,34999999999997;0;308,84999999999997;0;306,45;0,11798650000000001;285,0125;1,1257731958762878;0;0;4,247086348313255;1,4156954494377516;1;0;4,247086348313255;3;15,712817730264717;5,237605910088239;1;0;15,712817730264717;3;2,6344038127544924;0,8781346042514975;1;0;2,6344038127544924;3;0;0;0;0;0;0;0;0;0;0;0;0;1,2056921086675345;2,587322121604151;0,9314359637774944;15;30,927835051546396;5,474226804123711;0;0;0;0;45;45;0;0;120,287097851137;0,5216041397153969;0,13541599057055825;0;0,5216041397153969;0;0;0;0;0,6570201302859551
2023-01-02T00:00:00;57,91;82,7;122,984264830657;0;304,15;0;306,34999999999997;0;304,84999999999997;0,1032545;284,95;1,1257731958762878;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;30,927835051546396;5,474226804123711;16,166000000000004;17,271367521367527;0;0;45;45;6,534;6,6;122,984264830657;3,481907692307693;0,13845238886090447;0;0;0;3,481907692307693;0;0;3,6203600811685974
2023-01-02T01:00:00;51,67;85,8;127,159356273504;0;303,54999999999995;0;305,54999999999995;0;304,15;0,13588472;285,0825;1,1257731958762878;0;0;0;0;0;0;0;0;20,94188121066776;6,980627070222586;1;0;20,94188121066776;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,5977735207648704;2,150435424986367;0,3806270702225869;0;0;0;15;30,927835051546396;5,474226804123711;3,2603452685673675;3,4832748595805207;0;0;45;45;0;0;127,159356273504;1,1357559933686845;0,14315259489759408;0,43352778167725153;0;0;0,702228211691433;0;0;1,2789085882662785
2023-01-02T02:00:00;52,93;89;120,658823107628;0;303,54999999999995;0;305,54999999999995;0;304,15;0,10665512699999999;284,96;1,1257731958762878;0;0;5,285026939396925;1,7616756464656416;1;0;5,285026939396925;3;20,94188121066776;6,980627070222586;1;0;20,94188121066776;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,773091849935316;5,950840879689519;2,142302716688227;15;30,927835051546396;5,474226804123711;0;0;0;0;45;45;0;0;120,658823107628;1,199689521345407;0,13583446890054607;0;1,199689521345407;0;0;0;0;1,335523990245953
2023-01-02T03:00:00;44,09;88,3;122,17456957149001;0;303,45;0;305,45;0;304,04999999999995;0,10434492899999999;284,96;1,1257731958762878;0;0;4,247086348313255;1,4156954494377516;1;0;4,247086348313255;3;18,856414108013748;6,285471369337916;1;0;18,856414108013748;3;2,6344038127544924;0,8781346042514975;1;0;2,6344038127544924;3;0;0;0;0;0;0;0;0;0;0;0;0;2,5620957309185037;5,498059508408806;1,9793014230271702;15;30,927835051546396;5,474226804123711;0;0;0;0;45;45;0;0;122,17456957149001;1,1084087968952154;0,13754085564130616;0;1,1084087968952154;0;0;0;0;1,2459496525365217
